title,authors,year,journal,doi,pmid,url,publication_type,screen_label,screen_confidence,full_text_decision,full_text_screening_status,full_text_priority_score,full_text_priority_band,retrieval_status,retrieval_note,study_design,species_model,intervention_name,ageing_domain_category,outcome_exact,mechanism,missingness_flag,full_text_screening_note
Senolytic agent Quercetin ameliorates intervertebral disc degeneration via the Nrf2/NF-κB axis.,Shao Z; Wang B; Shi Y; Xie C; Huang C; Chen B; Zhang H; Zeng G,2021.0,Osteoarthritis and cartilage,,33242601.0,https://pubmed.ncbi.nlm.nih.gov/33242601/,"Journal Article; Research Support, Non-U.S. Gov't",uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,animal_experiment,unclear,senolytics,surrogate_or_indirect,,cellular_senescence,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
"Parabiosis modeling: protocol, application and perspectives.",Yang C; Liu ZL; Wang J; Bu XL; Wang YJ; Xiang Y,2021.0,Zoological research,,33723928.0,https://pubmed.ncbi.nlm.nih.gov/33723928/,Historical Article; Journal Article; Review,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,controversial,surrogate_or_indirect,,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Effects of Calorie Restriction on Health Span and Insulin Resistance: Classic Calorie Restriction Diet vs. Ketosis-Inducing Diet.,Napoleão A; Fernandes L; Miranda C; Marum AP,2021.0,Nutrients,,33920973.0,https://pubmed.ncbi.nlm.nih.gov/33920973/,Comparative Study; Journal Article; Review,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,animal_experiment,unclear,caloric_restriction,surrogate_or_indirect,,nutrient_sensing,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
"Preclinical and clinical evidence of NAD(+) precursors in health, disease, and ageing.",Reiten OK; Wilvang MA; Mitchell SJ; Hu Z; Fang EF,2021.0,Mechanisms of ageing and development,,34517020.0,https://pubmed.ncbi.nlm.nih.gov/34517020/,"Journal Article; Research Support, Non-U.S. Gov't; Review",uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,nad_sirtuin,surrogate_or_indirect,,sirtuin_nad,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
"Intermittent and periodic fasting, longevity and disease.",Longo VD; Di Tano M; Mattson MP; Guidi N,2021.0,Nature aging,,35310455.0,https://pubmed.ncbi.nlm.nih.gov/35310455/,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,fasting,surrogate_or_indirect,,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
"A head‐to‐head comparison between senolytic therapies, dasatinib plus quercetin and fisetin, indicates sex‐ and genotype‐specific differences in translationally relevant outcomes",Garbarino Valentina R; Tran Sydney; Glassman Jordan E; Kirkland James L; Musi Nicolas; Seshadri Sudha; Orr Miranda E,2020.0,Alzheimer's &amp; Dementia,10.1002/alz.047607,,https://doi.org/10.1002/alz.047607,journal-article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,senolytics,surrogate_or_indirect,,cellular_senescence,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Fecal microbiota transplantation for antibiotic resistant bacteria decolonization,Amrane Sophie; Lagier Jean-Christophe,2020.0,Human Microbiome Journal,10.1016/j.humic.2020.100071,,https://doi.org/10.1016/j.humic.2020.100071,journal-article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,microbiome,surrogate_or_indirect,,microbiome_host,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
The fecal microbiota of wild and captive raptors,Oliveira Bruno C. M.; Murray Maureen; Tseng Florina; Widmer Giovanni,2020.0,Animal Microbiome,10.1186/s42523-020-00035-7,,https://doi.org/10.1186/s42523-020-00035-7,journal-article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,microbiome,surrogate_or_indirect,,microbiome_host,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
"Nicotinamide, Nicotinamide Riboside and Nicotinic Acid—Emerging Roles in Replicative and Chronological Aging in Yeast",Orlandi Ivan; Alberghina Lilia; Vai Marina,2020.0,Biomolecules,10.3390/biom10040604,,https://doi.org/10.3390/biom10040604,journal-article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,nad_sirtuin,surrogate_or_indirect,,sirtuin_nad,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Is Rapamycin a Dietary Restriction Mimetic?,Unnikrishnan A; Kurup K; Salmon AB; Richardson A,2020.0,"The journals of gerontology. Series A, Biological sciences and medical sciences",,30854544.0,https://pubmed.ncbi.nlm.nih.gov/30854544/,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, Non-P.H.S.; Review",uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,caloric_restriction,surrogate_or_indirect,,nutrient_sensing,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
NAD+ therapy in age-related degenerative disorders: A benefit/risk analysis.,Braidy N; Liu Y,2020.0,Experimental gerontology,,31917996.0,https://pubmed.ncbi.nlm.nih.gov/31917996/,"Journal Article; Research Support, Non-U.S. Gov't; Systematic Review",uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,animal_experiment,unclear,nad_sirtuin,surrogate_or_indirect,,sirtuin_nad,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Hypothalamic NAD(+)-Sirtuin Axis: Function and Regulation.,Roh E; Kim MS,2020.0,Biomolecules,,32143417.0,https://pubmed.ncbi.nlm.nih.gov/32143417/,"Journal Article; Research Support, Non-U.S. Gov't; Review",uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,nad_sirtuin,surrogate_or_indirect,,sirtuin_nad,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
NAD(+) Controls Circadian Reprogramming through PER2 Nuclear Translocation to Counter Aging.,Levine DC; Hong H; Weidemann BJ; Ramsey KM; Affinati AH; Schmidt MS; Cedernaes J; Omura C,2020.0,Molecular cell,,32369735.0,https://pubmed.ncbi.nlm.nih.gov/32369735/,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, Non-P.H.S.",uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,sleep_circadian,surrogate_or_indirect,,epigenetic_alterations; sirtuin_nad,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
NAD(+) homeostasis in health and disease.,Katsyuba E; Romani M; Hofer D; Auwerx J,2020.0,Nature metabolism,,32694684.0,https://pubmed.ncbi.nlm.nih.gov/32694684/,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Review",uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,nad_sirtuin,surrogate_or_indirect,,sirtuin_nad,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
The Plasma NAD <sup>+</sup> Metabolome Is Dysregulated in “Normal” Aging,Clement James; Wong Matthew; Poljak Anne; Sachdev Perminder; Braidy Nady,2019.0,Rejuvenation Research,10.1089/rej.2018.2077,,https://doi.org/10.1089/rej.2018.2077,journal-article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,nad_sirtuin,surrogate_or_indirect,,sirtuin_nad,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Rapamycin for longevity: opinion article,Blagosklonny Mikhail V.,2019.0,Aging,10.18632/aging.102355,,https://doi.org/10.18632/aging.102355,journal-article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,rapamycin_mtor,surrogate_or_indirect,,nutrient_sensing,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
"Where and How in the mTOR Pathway Inhibitors Fight Aging: Rapamycin, Resveratrol, and Metformin",Arbor Sage,2019.0,"Resveratrol - Adding Life to Years, Not Adding Years to Life",10.5772/intechopen.79338,,https://doi.org/10.5772/intechopen.79338,book-chapter,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,animal_experiment,unclear,metformin,surrogate_or_indirect,,nutrient_sensing,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Rapamycin protects aging muscle.,Tang H; Shrager JB; Goldman D,2019.0,Aging,,31454792.0,https://pubmed.ncbi.nlm.nih.gov/31454792/,Editorial,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,rapamycin_mtor,surrogate_or_indirect,,nutrient_sensing,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Rapamycin for longevity: opinion article.,Blagosklonny MV,2019.0,Aging,,31586989.0,https://pubmed.ncbi.nlm.nih.gov/31586989/,Journal Article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,rapamycin_mtor,surrogate_or_indirect,,nutrient_sensing,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Ageing and exercise: building body capital in old age,Bergland Astrid; Fougner Marit; Lund Anne; Debesay Jonas,2018.0,European Review of Aging and Physical Activity,10.1186/s11556-018-0195-9,,https://doi.org/10.1186/s11556-018-0195-9,journal-article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,exercise,surrogate_or_indirect,,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Targeting the microbiome: from probiotics to fecal microbiota transplantation,Khoruts Alexander,2018.0,Genome Medicine,10.1186/s13073-018-0592-8,,https://doi.org/10.1186/s13073-018-0592-8,journal-article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,microbiome,surrogate_or_indirect,,microbiome_host,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Caloric Restriction,,2018.0,The SAGE Encyclopedia of Lifespan Human Development,10.4135/9781506307633.n113,,https://doi.org/10.4135/9781506307633.n113,reference-entry,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,caloric_restriction,surrogate_or_indirect,,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
"Aging, health, and physical activity in Iran",Jahromi Maryam Koushkie,2018.0,"Ageing, Physical Activity and Health",10.4324/9781315167992-12,,https://doi.org/10.4324/9781315167992-12,book-chapter,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,exercise,surrogate_or_indirect,,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
"Education, physical activity, and healthy aging in Italy",Cunti Antonia; Bellantonio Sergio,2018.0,"Ageing, Physical Activity and Health",10.4324/9781315167992-14,,https://doi.org/10.4324/9781315167992-14,book-chapter,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,exercise,surrogate_or_indirect,,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Healthy aging in Cuba through physical activity,Hernández Marta Cañizares,2018.0,"Ageing, Physical Activity and Health",10.4324/9781315167992-8,,https://doi.org/10.4324/9781315167992-8,book-chapter,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,exercise,surrogate_or_indirect,,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Nutrition and Exercise in Sarcopenia.,Anton SD; Hida A; Mankowski R; Layne A; Solberg LM; Mainous AG; Buford T,2018.0,Current protein & peptide science,,28029078.0,https://pubmed.ncbi.nlm.nih.gov/28029078/,Journal Article; Review,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,exercise,surrogate_or_indirect,,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
NAD(+) Intermediates: The Biology and Therapeutic Potential of NMN and NR.,Yoshino J; Baur JA; Imai SI,2018.0,Cell metabolism,,29249689.0,https://pubmed.ncbi.nlm.nih.gov/29249689/,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Review",uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,nad_sirtuin,surrogate_or_indirect,,sirtuin_nad,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Therapeutic Potential of NAD-Boosting Molecules: The In Vivo Evidence.,Rajman L; Chwalek K; Sinclair DA,2018.0,Cell metabolism,,29514064.0,https://pubmed.ncbi.nlm.nih.gov/29514064/,Journal Article; Review,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,nad_sirtuin,surrogate_or_indirect,,sirtuin_nad,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
A Potent and Specific CD38 Inhibitor Ameliorates Age-Related Metabolic Dysfunction by Reversing Tissue NAD(+) Decline.,Tarragó MG; Chini CCS; Kanamori KS; Warner GM; Caride A; de Oliveira GC; Rud M; Samani A,2018.0,Cell metabolism,,29719225.0,https://pubmed.ncbi.nlm.nih.gov/29719225/,Journal Article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,animal_experiment,unclear,nad_sirtuin,surrogate_or_indirect,,sirtuin_nad,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
The effect of fasting or calorie restriction on autophagy induction: A review of the literature.,Bagherniya M; Butler AE; Barreto GE; Sahebkar A,2018.0,Ageing research reviews,,30172870.0,https://pubmed.ncbi.nlm.nih.gov/30172870/,Journal Article; Review,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,animal_experiment,unclear,caloric_restriction,surrogate_or_indirect,,proteostasis_autophagy,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
De novo NAD(+) synthesis enhances mitochondrial function and improves health.,Katsyuba E; Mottis A; Zietak M; De Franco F; van der Velpen V; Gariani K; Ryu D; Cialabrini L,2018.0,Nature,,30356218.0,https://pubmed.ncbi.nlm.nih.gov/30356218/,"Journal Article; Research Support, Non-U.S. Gov't",uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,nad_sirtuin,surrogate_or_indirect,,mitochondrial_function; sirtuin_nad,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Circadian Clocks and mTOR Signaling,Gupta Richa; Kondratov Roman V.,2017.0,Healthy Ageing and Longevity,10.1007/978-3-319-64543-8_9,,https://doi.org/10.1007/978-3-319-64543-8_9,book-chapter,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,sleep_circadian,surrogate_or_indirect,,nutrient_sensing,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Fecal Microbiota and Probiotic Yogurt Intake,Roy Denis,2017.0,Yogurt in Health and Disease Prevention,10.1016/b978-0-12-805134-4.00013-4,,https://doi.org/10.1016/b978-0-12-805134-4.00013-4,book-chapter,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,microbiome,surrogate_or_indirect,,microbiome_host,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
"The brain, sirtuins, and ageing.",Satoh A; Imai SI; Guarente L,2017.0,Nature reviews. Neuroscience,,28515492.0,https://pubmed.ncbi.nlm.nih.gov/28515492/,"Journal Article; Review; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,nad_sirtuin,surrogate_or_indirect,,sirtuin_nad,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
"Sirtuins, epigenetics and longevity.",Wątroba M; Dudek I; Skoda M; Stangret A; Rzodkiewicz P; Szukiewicz D,2017.0,Ageing research reviews,,28789901.0,https://pubmed.ncbi.nlm.nih.gov/28789901/,Journal Article; Review,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,nad_sirtuin,surrogate_or_indirect,,epigenetic_alterations; sirtuin_nad,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Benefits of Exercise in the Older Population.,Galloza J; Castillo B; Micheo W,2017.0,Physical medicine and rehabilitation clinics of North America,,29031333.0,https://pubmed.ncbi.nlm.nih.gov/29031333/,Journal Article; Review,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,exercise,surrogate_or_indirect,,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
"Mammalian Target of Rapamycin (mTOR), Aging, Neuroscience, and Their Association with Aging-Related Diseases",Celebi-Birand Ergul Dilan; Karoglu Elif Tugce; Doldur-Balli Fusun; Adams Michelle M.,2016.0,Molecules to Medicine with mTOR,10.1016/b978-0-12-802733-2.00007-4,,https://doi.org/10.1016/b978-0-12-802733-2.00007-4,book-chapter,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,rapamycin_mtor,surrogate_or_indirect,,nutrient_sensing,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Dietary restriction with and without caloric restriction for healthy aging,Lee Changhan; Longo Valter,2016.0,F1000Research,10.12688/f1000research.7136.1,,https://doi.org/10.12688/f1000research.7136.1,journal-article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,caloric_restriction,surrogate_or_indirect,,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
EXERCISE INTERVENTIONS FOR PRESERVING PHYSICAL FUNCTION AMONG CANCER SURVIVORS IN MIDDLE TO LATE LIFE,DAUM C.W.; COCHRANE S.K.; FITZGERALD J.D.; JOHNSON L.; BUFORD T.W.,2016.0,Journal of Frailty &amp; Aging,10.14283/jfa.2016.92,,https://doi.org/10.14283/jfa.2016.92,journal-article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,exercise,surrogate_or_indirect,,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Physical and cognitive exercise in ageing,,2016.0,Handbook of Gerontology Research Methods,10.4324/9781315771533-11,,https://doi.org/10.4324/9781315771533-11,book-chapter,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,exercise,surrogate_or_indirect,,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Peer Review Report For: Dietary restriction with and without caloric restriction for healthy aging [version 1; peer review: 3 approved],Redman Leanne,2016.0,,10.5256/f1000research.7686.r12172,,https://doi.org/10.5256/f1000research.7686.r12172,peer-review,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,caloric_restriction,surrogate_or_indirect,,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Peer Review Report For: Dietary restriction with and without caloric restriction for healthy aging [version 1; peer review: 3 approved],Mattison Julie,2016.0,,10.5256/f1000research.7686.r12173,,https://doi.org/10.5256/f1000research.7686.r12172,peer-review,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,caloric_restriction,surrogate_or_indirect,,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Peer Review Report For: Dietary restriction with and without caloric restriction for healthy aging [version 1; peer review: 3 approved],Anderson Rozalyn,2016.0,,10.5256/f1000research.7686.r12174,,https://doi.org/10.5256/f1000research.7686.r12172,peer-review,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,caloric_restriction,surrogate_or_indirect,,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Metformin as a Tool to Target Aging.,Barzilai N; Crandall JP; Kritchevsky SB; Espeland MA,2016.0,Cell metabolism,,27304507.0,https://pubmed.ncbi.nlm.nih.gov/27304507/,"Journal Article; Review; Research Support, Non-U.S. Gov't; Research Support, N.I.H., Extramural",uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,metformin,surrogate_or_indirect,,nutrient_sensing,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
CD38 Dictates Age-Related NAD Decline and Mitochondrial Dysfunction through an SIRT3-Dependent Mechanism.,Camacho-Pereira J; Tarragó MG; Chini CCS; Nin V; Escande C; Warner GM; Puranik AS; Schoon RA,2016.0,Cell metabolism,,27304511.0,https://pubmed.ncbi.nlm.nih.gov/27304511/,Journal Article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,nad_sirtuin,surrogate_or_indirect,,mitochondrial_function; sirtuin_nad,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Probiotics History.,Gasbarrini G; Bonvicini F; Gramenzi A,2016.0,Journal of clinical gastroenterology,,27741152.0,https://pubmed.ncbi.nlm.nih.gov/27741152/,Historical Article; Journal Article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,microbiome,surrogate_or_indirect,,microbiome_host,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Mo1818 Effect of Aging on the Fecal Microbiome in Healthy Donors for Fecal Microbiota Transplant,Anand Rohit; Song Yang; Sinha Amitasha; Hasan Sayeedul; Sivaraman Anita; Garg Shashank; Dutta Sudhir,2015.0,Gastroenterology,10.1016/s0016-5085(15)32448-3,,https://doi.org/10.1016/s0016-5085(15)32448-3,journal-article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,microbiome,surrogate_or_indirect,,microbiome_host,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
NAD(+) Metabolism and the Control of Energy Homeostasis: A Balancing Act between Mitochondria and the Nucleus.,Cantó C; Menzies KJ; Auwerx J,2015.0,Cell metabolism,,26118927.0,https://pubmed.ncbi.nlm.nih.gov/26118927/,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Review",uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,nad_sirtuin,surrogate_or_indirect,,mitochondrial_function; sirtuin_nad,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Exercise and the cardiovascular system: clinical science and cardiovascular outcomes.,Lavie CJ; Arena R; Swift DL; Johannsen NM; Sui X; Lee DC; Earnest CP; Church TS,2015.0,Circulation research,,26139859.0,https://pubmed.ncbi.nlm.nih.gov/26139859/,Journal Article; Review,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,exercise,surrogate_or_indirect,,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
"NAD⁺ in aging, metabolism, and neurodegeneration.",Verdin E,2015.0,"Science (New York, N.Y.)",,26785480.0,https://pubmed.ncbi.nlm.nih.gov/26785480/,Journal Article; Review,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,animal_experiment,unclear,nad_sirtuin,surrogate_or_indirect,,sirtuin_nad,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
