source,source_stream,query,record_id,title,abstract,authors,year,journal,doi,pmid,pmcid,url,publication_type,is_preprint,retrieved_at
pubmed,peer_reviewed,"(aging OR ageing OR rejuvenation) AND (parabiosis OR ""young plasma"" OR ""plasma dilution"")",a7ee6d3fe1c53d2a584d9245806ca2b2,Atlas of the aging mouse brain reveals white matter as vulnerable foci.,,Hahn O; Foltz AG; Atkins M; Kedir B; Moran-Losada P; Guldner IH; Munson C; Kern F,2023,Cell,,37591239,,https://pubmed.ncbi.nlm.nih.gov/37591239/,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",False,2026-04-23T01:41:54
pubmed,peer_reviewed,"(aging OR ageing OR rejuvenation) AND (parabiosis OR ""young plasma"" OR ""plasma dilution"")",33718e2272199a5f78dcb40909e85f75,Aged skeletal stem cells generate an inflammatory degenerative niche.,,Ambrosi TH; Marecic O; McArdle A; Sinha R; Gulati GS; Tong X; Wang Y; Steininger HM,2021,Nature,,34381212,,https://pubmed.ncbi.nlm.nih.gov/34381212/,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",False,2026-04-23T01:41:54
pubmed,peer_reviewed,"(aging OR ageing OR rejuvenation) AND (parabiosis OR ""young plasma"" OR ""plasma dilution"")",4ab74f02332a176ee519b1e45586b3d5,Molecular hallmarks of heterochronic parabiosis at single-cell resolution.,,Pálovics R; Keller A; Schaum N; Tan W; Fehlmann T; Borja M; Kern F; Bonanno L,2022,Nature,,35236985,,https://pubmed.ncbi.nlm.nih.gov/35236985/,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, Non-P.H.S.",False,2026-04-23T01:41:54
pubmed,peer_reviewed,"(aging OR ageing OR rejuvenation) AND (parabiosis OR ""young plasma"" OR ""plasma dilution"")",a824980227526b142d6f2a1c23851129,β2-microglobulin functions as an endogenous NMDAR antagonist to impair synaptic function.,,Gao Y; Hong Y; Huang L; Zheng S; Zhang H; Wang S; Yao Y; Zhao Y,2023,Cell,,36868208,,https://pubmed.ncbi.nlm.nih.gov/36868208/,"Journal Article; Research Support, Non-U.S. Gov't",False,2026-04-23T01:41:54
pubmed,peer_reviewed,"(aging OR ageing OR rejuvenation) AND (parabiosis OR ""young plasma"" OR ""plasma dilution"")",ef6259b674d98aaa64d6e3fad0e47750,Heterogeneity of meningeal B cells reveals a lymphopoietic niche at the CNS borders.,,Brioschi S; Wang WL; Peng V; Wang M; Shchukina I; Greenberg ZJ; Bando JK; Jaeger N,2021,"Science (New York, N.Y.)",,34083450,,https://pubmed.ncbi.nlm.nih.gov/34083450/,"Journal Article; Research Support, N.I.H., Extramural",False,2026-04-23T01:41:54
pubmed,peer_reviewed,"(aging OR ageing OR rejuvenation) AND (parabiosis OR ""young plasma"" OR ""plasma dilution"")",098748c04b26fc96ae47dcfedd3a84f9,Multi-omic rejuvenation and life span extension on exposure to youthful circulation.,,Zhang B; Lee DE; Trapp A; Tyshkovskiy A; Lu AT; Bareja A; Kerepesi C; McKay LK,2023,Nature aging,,37500973,,https://pubmed.ncbi.nlm.nih.gov/37500973/,"Journal Article; Research Support, Non-U.S. Gov't; Research Support, N.I.H., Extramural",False,2026-04-23T01:41:54
pubmed,peer_reviewed,"(aging OR ageing OR rejuvenation) AND (parabiosis OR ""young plasma"" OR ""plasma dilution"")",e7d8bc866cd5b184d08cba0406d71c1c,Heterochronic parabiosis induces stem cell revitalization and systemic rejuvenation across aged tissues.,,Ma S; Wang S; Ye Y; Ren J; Chen R; Li W; Li J; Zhao L,2022,Cell stem cell,,35613617,,https://pubmed.ncbi.nlm.nih.gov/35613617/,"Journal Article; Research Support, Non-U.S. Gov't",False,2026-04-23T01:41:54
pubmed,peer_reviewed,"(aging OR ageing OR rejuvenation) AND (parabiosis OR ""young plasma"" OR ""plasma dilution"")",52fb5201da78406b33b67cab9ba0dcf6,Biological age is increased by stress and restored upon recovery.,,Poganik JR; Zhang B; Baht GS; Tyshkovskiy A; Deik A; Kerepesi C; Yim SH; Lu AT,2023,Cell metabolism,,37086720,,https://pubmed.ncbi.nlm.nih.gov/37086720/,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",False,2026-04-23T01:41:54
pubmed,peer_reviewed,"(aging OR ageing OR rejuvenation) AND (parabiosis OR ""young plasma"" OR ""plasma dilution"")",ca57275e2947e83f1cd11ea2bbe6488f,The ageing systemic milieu negatively regulates neurogenesis and cognitive function.,,Villeda SA; Luo J; Mosher KI; Zou B; Britschgi M; Bieri G; Stan TM; Fainberg N,2011,Nature,,21886162,,https://pubmed.ncbi.nlm.nih.gov/21886162/,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, Non-P.H.S.",False,2026-04-23T01:41:54
pubmed,peer_reviewed,"(aging OR ageing OR rejuvenation) AND (parabiosis OR ""young plasma"" OR ""plasma dilution"")",05e0e4a8f2f986c35a848eb384472cbc,Cell-type-specific aging clocks to quantify aging and rejuvenation in neurogenic regions of the brain.,,Buckley MT; Sun ED; George BM; Liu L; Schaum N; Xu L; Reyes JM; Goodell MA,2023,Nature aging,,37118510,,https://pubmed.ncbi.nlm.nih.gov/37118510/,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",False,2026-04-23T01:41:54
pubmed,peer_reviewed,"(aging OR ageing OR rejuvenation) AND (parabiosis OR ""young plasma"" OR ""plasma dilution"")",4b96bf68b41859df2530f5e30c2dd27e,Recirculating regulatory T cells mediate thymic regeneration through amphiregulin following damage.,,Lemarquis AL; Kousa AI; Argyropoulos KV; Jahn L; Gipson B; Pierce J; Serrano-Marin L; Victor K,2025,Immunity,,39892391,,https://pubmed.ncbi.nlm.nih.gov/39892391/,Journal Article,False,2026-04-23T01:41:54
pubmed,peer_reviewed,"(aging OR ageing OR rejuvenation) AND (parabiosis OR ""young plasma"" OR ""plasma dilution"")",51481e67250430e6bc4b2f3647813876,"Developmental origin, functional maintenance and genetic rescue of osteoclasts.",,Jacome-Galarza CE; Percin GI; Muller JT; Mass E; Lazarov T; Eitler J; Rauner M; Yadav VK,2019,Nature,,30971820,,https://pubmed.ncbi.nlm.nih.gov/30971820/,Journal Article,False,2026-04-23T01:41:54
pubmed,peer_reviewed,"(aging OR ageing OR rejuvenation) AND (parabiosis OR ""young plasma"" OR ""plasma dilution"")",e08352c3f39cf5154cfe77f52c498ec5,Young blood reverses age-related impairments in cognitive function and synaptic plasticity in mice.,,Villeda SA; Plambeck KE; Middeldorp J; Castellano JM; Mosher KI; Luo J; Smith LK; Bieri G,2014,Nature medicine,,24793238,,https://pubmed.ncbi.nlm.nih.gov/24793238/,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, Non-P.H.S.",False,2026-04-23T01:41:54
pubmed,peer_reviewed,"(aging OR ageing OR rejuvenation) AND (parabiosis OR ""young plasma"" OR ""plasma dilution"")",ef66cf9666e644ea9dc2c73bfa0b584a,The lung microenvironment shapes a dysfunctional response of alveolar macrophages in aging.,,McQuattie-Pimentel AC; Ren Z; Joshi N; Watanabe S; Stoeger T; Chi M; Lu Z; Sichizya L,2021,The Journal of clinical investigation,,33586677,,https://pubmed.ncbi.nlm.nih.gov/33586677/,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, Non-P.H.S.",False,2026-04-23T01:41:54
pubmed,peer_reviewed,"(aging OR ageing OR rejuvenation) AND (parabiosis OR ""young plasma"" OR ""plasma dilution"")",440ba99eb04c2ee0595721849f19fc61,Rejuvenation of aged progenitor cells by exposure to a young systemic environment.,,Conboy IM; Conboy MJ; Wagers AJ; Girma ER; Weissman IL; Rando TA,2005,Nature,,15716955,,https://pubmed.ncbi.nlm.nih.gov/15716955/,"Journal Article; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, Non-P.H.S.; Research Support, U.S. Gov't, P.H.S.",False,2026-04-23T01:41:54
pubmed,peer_reviewed,"(aging OR ageing OR rejuvenation) AND (parabiosis OR ""young plasma"" OR ""plasma dilution"")",8367ff946e85a9810559de5d5cd060dd,Social heterochronic parabiosis.,,Won CW,2023,Archives of gerontology and geriatrics,,36641938,,https://pubmed.ncbi.nlm.nih.gov/36641938/,Editorial,False,2026-04-23T01:41:54
pubmed,peer_reviewed,"(aging OR ageing OR rejuvenation) AND (parabiosis OR ""young plasma"" OR ""plasma dilution"")",5c3e22fce1e032de6574f55786c06399,Heterochronic parabiosis uncovers AdipoR1 as a critical player in retinal rejuvenation.,,Liu Y; Liu X; Lv J; Zhang Q; Yang Z; Chen X; Gu C; Zhang C,2025,Science advances,,40668916,,https://pubmed.ncbi.nlm.nih.gov/40668916/,Journal Article,False,2026-04-23T01:41:54
pubmed,peer_reviewed,"(aging OR ageing OR rejuvenation) AND (parabiosis OR ""young plasma"" OR ""plasma dilution"")",d444fd3da717f306bcd38d7d12edd8e7,Aging clocks based on accumulating stochastic variation.,,Meyer DH; Schumacher B,2024,Nature aging,,38724736,,https://pubmed.ncbi.nlm.nih.gov/38724736/,Journal Article,False,2026-04-23T01:41:54
pubmed,peer_reviewed,"(aging OR ageing OR rejuvenation) AND (parabiosis OR ""young plasma"" OR ""plasma dilution"")",8f378a2b1af5b169b054cee95b7d9afc,"Rejuvenation of young blood on aging organs: Effects, circulating factors, and mechanisms.",,Liu MN; Lan Q; Wu H; Qiu CW,2024,Heliyon,,38994040,,https://pubmed.ncbi.nlm.nih.gov/38994040/,Journal Article; Review,False,2026-04-23T01:41:54
pubmed,peer_reviewed,"(aging OR ageing OR rejuvenation) AND (parabiosis OR ""young plasma"" OR ""plasma dilution"")",1a9403d5f8375a1b20fb9a711f606aa2,Blood-to-brain communication in aging and rejuvenation.,,Bieri G; Schroer AB; Villeda SA,2023,Nature neuroscience,,36646876,,https://pubmed.ncbi.nlm.nih.gov/36646876/,"Journal Article; Review; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",False,2026-04-23T01:41:54
pubmed,peer_reviewed,"(aging OR ageing OR rejuvenation) AND (parabiosis OR ""young plasma"" OR ""plasma dilution"")",1c38b672eaeaaa94580afd25c42f3e4e,Systemic milieu and age-related deterioration.,,Zhang H; Cherian R; Jin K,2019,GeroScience,,31152364,,https://pubmed.ncbi.nlm.nih.gov/31152364/,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Review",False,2026-04-23T01:41:54
pubmed,peer_reviewed,"(aging OR ageing OR rejuvenation) AND (parabiosis OR ""young plasma"" OR ""plasma dilution"")",7b90976c4e9256f1569626ac5ac4e4c6,Reversibility of irreversible aging.,,Galkin F; Zhang B; Dmitriev SE; Gladyshev VN,2019,Ageing research reviews,,30513346,,https://pubmed.ncbi.nlm.nih.gov/30513346/,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Review",False,2026-04-23T01:41:54
pubmed,peer_reviewed,"(aging OR ageing OR rejuvenation) AND (parabiosis OR ""young plasma"" OR ""plasma dilution"")",7b159f341f668e4abc957b4e35b594b7,Replacement as an aging intervention.,,Lore S; Poganik JR; Atala A; Church G; Gladyshev VN; Scheibye-Knudsen M; Verdin E,2025,Nature aging,,40341243,,https://pubmed.ncbi.nlm.nih.gov/40341243/,Journal Article; Review,False,2026-04-23T01:41:54
pubmed,peer_reviewed,"(aging OR ageing OR rejuvenation) AND (parabiosis OR ""young plasma"" OR ""plasma dilution"")",aab894baf0ad087434e7ea16c973bf17,Aging and age-related diseases with a focus on therapeutic potentials of young blood/plasma.,,Hosseini L; Shahabi P; Fakhari A; Zangbar HS; Seyedaghamiri F; Sadeghzadeh J; Abolhasanpour N,2024,Naunyn-Schmiedeberg's archives of pharmacology,,37552316,,https://pubmed.ncbi.nlm.nih.gov/37552316/,Journal Article; Review,False,2026-04-23T01:41:54
pubmed,peer_reviewed,"(aging OR ageing OR rejuvenation) AND (parabiosis OR ""young plasma"" OR ""plasma dilution"")",b0686f29e83e1af500c694f5aca871ee,Ginkgolide B facilitates muscle regeneration via rejuvenating osteocalcin-mediated bone-to-muscle modulation in aged mice.,,Wang BY; Chen YF; Hsiao AW; Chen WJ; Lee CW; Lee OK,2023,"Journal of cachexia, sarcopenia and muscle",,37076950,,https://pubmed.ncbi.nlm.nih.gov/37076950/,"Journal Article; Research Support, Non-U.S. Gov't",False,2026-04-23T01:41:54
pubmed,peer_reviewed,"(aging OR ageing OR rejuvenation) AND (parabiosis OR ""young plasma"" OR ""plasma dilution"")",c6f2fa989c3dbb609ad0638cdafd302a,Circulating plasma factors involved in rejuvenation.,,Kang JS; Yang YR,2020,Aging,,33197235,,https://pubmed.ncbi.nlm.nih.gov/33197235/,"Journal Article; Research Support, Non-U.S. Gov't; Review",False,2026-04-23T01:41:54
pubmed,peer_reviewed,"(aging OR ageing OR rejuvenation) AND (parabiosis OR ""young plasma"" OR ""plasma dilution"")",cf054d832df92154ca0ea36941c1a0d3,[Blood rejuvenation].,,Hofmann B; Olaussen RW,2017,"Tidsskrift for den Norske laegeforening : tidsskrift for praktisk medicin, ny raekke",,28972318,,https://pubmed.ncbi.nlm.nih.gov/28972318/,Journal Article,False,2026-04-23T01:41:54
pubmed,peer_reviewed,"(aging OR ageing OR rejuvenation) AND (parabiosis OR ""young plasma"" OR ""plasma dilution"")",3cda740f7fbffb1fb67ed982d0e44489,Heterochronic parabiosis reprograms the mouse brain transcriptome by shifting aging signatures in multiple cell types.,,Ximerakis M; Holton KM; Giadone RM; Ozek C; Saxena M; Santiago S; Adiconis X; Dionne D,2023,Nature aging,,37118429,,https://pubmed.ncbi.nlm.nih.gov/37118429/,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",False,2026-04-23T01:41:54
pubmed,peer_reviewed,"(aging OR ageing OR rejuvenation) AND (parabiosis OR ""young plasma"" OR ""plasma dilution"")",13dbfbcbedc6f5271cec5f8d929af58a,Blood as the mirror and modulator of aging: mechanistic insights and rejuvenation strategies.,,Kim E; Kang JS; Yang YR,2026,Experimental & molecular medicine,,41998143,,https://pubmed.ncbi.nlm.nih.gov/41998143/,Journal Article; Review,False,2026-04-23T01:41:54
pubmed,peer_reviewed,"(aging OR ageing OR rejuvenation) AND (parabiosis OR ""young plasma"" OR ""plasma dilution"")",769d5d4b752ae1ab745c72164a18faec,Growth differentiation factor 11 is a circulating factor that reverses age-related cardiac hypertrophy.,,Loffredo FS; Steinhauser ML; Jay SM; Gannon J; Pancoast JR; Yalamanchi P; Sinha M; Dall'Osso C,2013,Cell,,23663781,,https://pubmed.ncbi.nlm.nih.gov/23663781/,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",False,2026-04-23T01:41:54
pubmed,peer_reviewed,"(aging OR ageing OR rejuvenation) AND (parabiosis OR ""young plasma"" OR ""plasma dilution"")",44627c3d028ac9c6831c5ca83fff5180,Rejuvenation of aging hearts.,,Mendelsohn AR; Larrick JW,2013,Rejuvenation research,,23829663,,https://pubmed.ncbi.nlm.nih.gov/23829663/,Journal Article; Review,False,2026-04-23T01:41:54
pubmed,peer_reviewed,"(aging OR ageing OR rejuvenation) AND (parabiosis OR ""young plasma"" OR ""plasma dilution"")",92e02099820e1a5abed7b417a004dcd2,"Parabiosis modeling: protocol, application and perspectives.",,Yang C; Liu ZL; Wang J; Bu XL; Wang YJ; Xiang Y,2021,Zoological research,,33723928,,https://pubmed.ncbi.nlm.nih.gov/33723928/,Historical Article; Journal Article; Review,False,2026-04-23T01:41:54
pubmed,peer_reviewed,"(aging OR ageing OR rejuvenation) AND (parabiosis OR ""young plasma"" OR ""plasma dilution"")",676b4e948ca84503e66fd46e8bf68cb8,Mechanisms of Hippocampal Aging and the Potential for Rejuvenation.,,Fan X; Wheatley EG; Villeda SA,2017,Annual review of neuroscience,,28441118,,https://pubmed.ncbi.nlm.nih.gov/28441118/,"Journal Article; Review; Research Support, N.I.H., Extramural",False,2026-04-23T01:41:54
europe_pmc,mixed,"(aging OR ageing OR rejuvenation) AND (parabiosis OR ""young plasma"" OR ""plasma dilution"")",688644b2d730623e2533a8ee76d4710f,Blood as the mirror and modulator of aging: mechanistic insights and rejuvenation strategies.,,"Kim E, Kang JS, Yang YR.",2026,Exp Mol Med,10.1038/s12276-026-01688-1,41998143,,,review; journal article,False,2026-04-23T01:41:56
europe_pmc,mixed,"(aging OR ageing OR rejuvenation) AND (parabiosis OR ""young plasma"" OR ""plasma dilution"")",c298d35eef8bf69d4b6ad2ad225467dc,Hematopoietic (stem) cells-The elixir of life?,,"Cerezo EL, Anderson J, Vedrenne ED, Martín NY, Lengefeld J.",2026,FEBS Lett,10.1002/1873-3468.70215,41343291,PMC12926863,,other; review; journal article,False,2026-04-23T01:41:56
europe_pmc,mixed,"(aging OR ageing OR rejuvenation) AND (parabiosis OR ""young plasma"" OR ""plasma dilution"")",4e6e70cccb2ef1b5b76e66346859f771,"Impacts of systemic milieu on cerebrovascular and brain aging: insights from heterochronic parabiosis, blood exchange, and plasma transfer experiments.",,"Gulej R, Patai R, Ungvari A, Kallai A, Tarantini S, Yabluchanskiy A, Huffman DM, Conboy MJ, Conboy IM, Kivimäki M, Csiszar A, Ungvari Z.",2025,Geroscience,10.1007/s11357-025-01657-y,40407975,PMC12635022,,review-article; review; journal article,False,2026-04-23T01:41:56
europe_pmc,mixed,"(aging OR ageing OR rejuvenation) AND (parabiosis OR ""young plasma"" OR ""plasma dilution"")",5cb64a4ba315f5114b63274a625cc42e,"Parabiosis, Assembloids, Organoids (PAO).",,"Hong Y, Li L, Yan L, Bai L, Su J, Zhang X.",2026,Adv Sci (Weinh),10.1002/advs.202511671,41014607,PMC12866807,,review-article; review; journal article,False,2026-04-23T01:41:56
europe_pmc,mixed,"(aging OR ageing OR rejuvenation) AND (parabiosis OR ""young plasma"" OR ""plasma dilution"")",715aaaef04d4ffe37c88b8dcb7f1aee3,Research progress on blood therapy for anti-aging.,,"Liu S, Wang S, Dong Y, Yang S, Yao C.",2026,J Adv Res,10.1016/j.jare.2025.07.039,40738475,PMC13001061,,review-article; review; journal article,False,2026-04-23T01:41:56
europe_pmc,mixed,"(aging OR ageing OR rejuvenation) AND (parabiosis OR ""young plasma"" OR ""plasma dilution"")",42ada13213a3bb3e0569f314744a06bf,CD4⁺ T cells confer transplantable rejuvenation via Rivers of telomeres,,"Lanna A, Valvo S, Dustin ML, Rinaldi F.",2025,PPR,10.1101/2025.11.14.688504,,,,preprint,False,2026-04-23T01:41:56
europe_pmc,mixed,"(aging OR ageing OR rejuvenation) AND (parabiosis OR ""young plasma"" OR ""plasma dilution"")",e180952d23b3ecefe0ceb0113f6a1f94,Advances in Anti-aging Procedures: A Comprehensive Review of Surgical and Non-surgical Rejuvenation Techniques.,,"Rashid Y, Estela-Fernandez C, Sardar A, Deowan D, Safdar OM, Issimdar IA, Camilo-Torres S, Dawood N, Ali R, Silva AB.",2025,Cureus,10.7759/cureus.92666,41116919,PMC12535610,,review-article; review; journal article,False,2026-04-23T01:41:56
europe_pmc,mixed,"(aging OR ageing OR rejuvenation) AND (parabiosis OR ""young plasma"" OR ""plasma dilution"")",e4be2360c2512d1ab8e7a4ac3f6324a4,Blood-based therapies to combat neurodegenerative diseases.,,"Lee JY, Lim MCX, Koh RY, Tsen MT, Chye SM.",2024,Metab Brain Dis,10.1007/s11011-024-01368-x,38842660,,,review; journal article,False,2026-04-23T01:41:56
europe_pmc,mixed,"(aging OR ageing OR rejuvenation) AND (parabiosis OR ""young plasma"" OR ""plasma dilution"")",34d0eaccb6322b1f7d448bcc7014fcaa,Sex-specific longitudinal reversal of aging in old frail mice.,,"Kato C, Zheng J, Quang C, Siopack S, Cruz J, Robinson ZR, Fong N, Zhang ZA, Young P, Conboy MJ, Conboy IM.",2025,Aging (Albany NY),10.18632/aging.206304,40848270,PMC12517215,,research-article; journal article,False,2026-04-23T01:41:56
europe_pmc,mixed,"(aging OR ageing OR rejuvenation) AND (parabiosis OR ""young plasma"" OR ""plasma dilution"")",c2ff664347a330442c7913d8199a5f0b,Young blood-mediated cerebromicrovascular rejuvenation through heterochronic parabiosis: enhancing blood-brain barrier integrity and capillarization in the aged mouse brain.,,"Gulej R, Nyúl-Tóth Á, Csik B, Patai R, Petersen B, Negri S, Chandragiri SS, Shanmugarama S, Mukli P, Yabluchanskiy A, Conley S, Huffman D, Tarantini S, Csiszar A, Ungvari Z.",2024,Geroscience,10.1007/s11357-024-01154-8,38727872,PMC11336025,,research-article; journal article,False,2026-04-23T01:41:56
europe_pmc,mixed,"(aging OR ageing OR rejuvenation) AND (parabiosis OR ""young plasma"" OR ""plasma dilution"")",8e0de24ef43190f2e492f3841aad5b0d,"Young Plasma Rejuvenates Blood DNA Methylation Profile, Extends Mean Lifespan, and Improves Physical Appearance in Old Rats.",,"Chiavellini P, Lehmann M, Gallardo MD, Mallat MC, Pasquini DC, Zoller JA, Gordevicius J, Girard M, Lacunza E, Herenu CB, Horvath S, Goya RG.",2024,J Gerontol A Biol Sci Med Sci,10.1093/gerona/glae071,38430547,PMC11020299,,"research support, non-u.s. gov't; research-article; journal article",False,2026-04-23T01:41:56
europe_pmc,mixed,"(aging OR ageing OR rejuvenation) AND (parabiosis OR ""young plasma"" OR ""plasma dilution"")",504003017da7b155b59efacfa91d3e28,Comparative Investigation of the Rheological Properties and Rejuvenation Mechanism of Rejuvenated SBS Modified Asphalt Binder After Ultraviolet Aging.,,"Guo F, He X, Zhi P, Ma H, Dou H, Li B.",2026,Materials (Basel),10.3390/ma19051041,41828306,,,journal article,False,2026-04-23T01:41:56
europe_pmc,mixed,"(aging OR ageing OR rejuvenation) AND (parabiosis OR ""young plasma"" OR ""plasma dilution"")",13ac0341f8912063ded649bee79fb9e2,Protocol for establishment of parabiotic mouse models and validation by flow cytometric analysis of immune cells.,,"Song J, Zhao W, Zhang J, Hu K, Ma B, Wang S, Zhao Y, Pu J.",2026,STAR Protoc,10.1016/j.xpro.2025.104268,41401066,PMC12767830,,research-article; journal article,False,2026-04-23T01:41:56
europe_pmc,mixed,"(aging OR ageing OR rejuvenation) AND (parabiosis OR ""young plasma"" OR ""plasma dilution"")",5b62d2b972b3eaad84d4bb1a2bb7ad03,Rejuvenation of cerebromicrovascular function in aged mice through heterochronic parabiosis: insights into neurovascular coupling and the impact of young blood factors.,,"Gulej R, Nyúl-Tóth Á, Csik B, Petersen B, Faakye J, Negri S, Chandragiri SS, Mukli P, Yabluchanskiy A, Conley S, Huffman DM, Csiszar A, Tarantini S, Ungvari Z.",2024,Geroscience,10.1007/s11357-023-01039-2,38123890,PMC10828280,,"research support, non-u.s. gov't; research-article; journal article; research support, n.i.h., extramural",False,2026-04-23T01:41:56
europe_pmc,mixed,"(aging OR ageing OR rejuvenation) AND (parabiosis OR ""young plasma"" OR ""plasma dilution"")",1f43f6c1a47eea0b3c9b2ed1e678c57f,Reliability-Based Recycling of Reclaimed Asphalt Pavement Using a t-Distribution Guarantee Rate Method and a Ternary Composite Rejuvenation System,,"Li Y, Hu B, Bi K, Wang C, Zhu H, Jiang G.",2026,Materials (Basel),,,PMC12942190,,research-article; journal article,False,2026-04-23T01:41:56
europe_pmc,mixed,"(aging OR ageing OR rejuvenation) AND (parabiosis OR ""young plasma"" OR ""plasma dilution"")",ad8b3cbff72a9818240149e492e2fef9,Rejuvenation alleviates prolonged postsurgical pain in aging mice by mitigating inflammaging.,,"Abdelkader B, Shi XQ, Zhou WBS, Castaño JD, Grant AV, Beaudry F, Zhang J.",2025,Pain,10.1097/j.pain.0000000000003684,40546103,PMC12519533,,research-article; journal article,False,2026-04-23T01:41:56
europe_pmc,mixed,"(aging OR ageing OR rejuvenation) AND (parabiosis OR ""young plasma"" OR ""plasma dilution"")",7cd5dc050ff4812bb1f282f7b31b3235,"Heterochronic Plasma Transfer: Experimental Design, Considerations, and Technical Challenges.",,"Ansere VA, Bubak MP, Miller BF, Freeman WM.",2023,Rejuvenation Res,10.1089/rej.2023.0035,37551981,PMC10611967,,review-article; review; journal article,False,2026-04-23T01:41:56
europe_pmc,mixed,"(aging OR ageing OR rejuvenation) AND (parabiosis OR ""young plasma"" OR ""plasma dilution"")",4b548ed649a38385bf9bcf51d3418bf5,Comparative Investigation of the Rheological Properties and Rejuvenation Mechanism of Rejuvenated SBS Modified Asphalt Binder After Ultraviolet Aging,,"Guo F, He X, Zhi P, Ma H, Dou H, Li B.",2026,Materials (Basel),,,PMC12985861,,research-article; journal article,False,2026-04-23T01:41:56
europe_pmc,mixed,"(aging OR ageing OR rejuvenation) AND (parabiosis OR ""young plasma"" OR ""plasma dilution"")",37059ed1cd84fccf6f912244ebbacc75,Activation of aryl hydrocarbon receptor signaling by indole-3-lactic acid from Bacillus velezensis DS2 reinforces gut mucosal immunity and attenuates inflammaging in aged mice.,,"Liu X, Zhou J, Hou Q, Zhou Z, Bai Y.",2025,Immun Ageing,10.1186/s12979-025-00552-6,41456030,PMC12853697,,research-article; journal article,False,2026-04-23T01:41:56
europe_pmc,mixed,"(aging OR ageing OR rejuvenation) AND (parabiosis OR ""young plasma"" OR ""plasma dilution"")",988cd8a2f0957c4a84beb0a00b2560f6,Modulating rheology and bioactivity in dermal fillers: the emerging role of platelet-rich plasma (PRP).,,"Anitua E, Tierno R, Alkhraisat MH.",2025,Front Med (Lausanne),10.3389/fmed.2025.1728754,41567667,PMC12815725,,review-article; review; journal article,False,2026-04-23T01:41:56
europe_pmc,mixed,"(aging OR ageing OR rejuvenation) AND (parabiosis OR ""young plasma"" OR ""plasma dilution"")",4542908351728064b77509e3c55877e1,Vascular protection by young circulating extracellular vesicles ameliorates aging-related pulmonary fibrosis.,,"Gianì F, Roos BB, Link PA, Somasundram B, Dresler SR, Sciacca E, Vancheri C, Javeed N, Ligresti G, Tschumperlin DJ, Caporarello N.",2025,Am J Physiol Cell Physiol,10.1152/ajpcell.00022.2025,40411768,PMC13007800,,research-article; journal article,False,2026-04-23T01:41:56
europe_pmc,mixed,"(aging OR ageing OR rejuvenation) AND (parabiosis OR ""young plasma"" OR ""plasma dilution"")",cc39ed4a92e4ab1faf4476d20191c299,"Muscle mass, function and performance across the adult lifespan: the study of muscle, mobility and ageing.",,"Hetherington-Rauth M, McCulloch CE, Kritchevsky SB, Newman AB, Hepple RT, Coen PM, Goodpaster BH, Shankaran M, Hellerstein M, Evans WJ, Toledo FGS, Lane NE, Cawthon PM.",2026,Age Ageing,10.1093/ageing/afag088,41965250,,,journal article,False,2026-04-23T01:41:56
europe_pmc,mixed,"(aging OR ageing OR rejuvenation) AND (parabiosis OR ""young plasma"" OR ""plasma dilution"")",8d9a7fd222b4fb92372b8bea4e91cd6a,A microfluidics-based platform enables discovery of gametogenic rejuvenation factors in <i>Saccharomyces cerevisiae</i>,,"Spiri S, Sing TL, Phung N, Goodman JS, Ünal E, Brar GA.",2025,PPR,10.1101/2025.10.07.681065,,,,preprint,False,2026-04-23T01:41:56
europe_pmc,mixed,"(aging OR ageing OR rejuvenation) AND (parabiosis OR ""young plasma"" OR ""plasma dilution"")",34d27361d1eab769a189bc62b6aab04c,Review on the Mechanism and Performance Enhancement of Biomass-Based Rejuvenators in Reclaimed Asphalt Recycling,,,2026,Polymers (Basel),,,PMC12986754,,review-article; review; journal article,False,2026-04-23T01:41:56
