title,authors,year,journal,doi,pmid,source,is_preprint,study_design,species_model,sample_size,age_sex,disease_status,intervention_name,intervention_class,dose_intensity,duration,comparator,outcome_exact,ageing_domain_category,effect_direction,effect_size,uncertainty_measure,follow_up_time,mechanism,mechanism_directness,extraction_confidence,missingness_flag,ambiguity_notes,claim_score,claim_category
Haematopoietic stem cell activity and interactions with the niche.,Pinho S; Frenette PS,2019.0,Nature reviews. Molecular cell biology,,30745579.0,pubmed,False,in_vitro_study,cellular,,,,stem_cell,stem_cell,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,stem_cell_effects,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,4.5,speculative_or_hype_heavy
The Additive Effects of Creatine Supplementation and Exercise Training in an Aging Population: A Systematic Review of Randomized Controlled Trials.,Stares A; Bains M,2020.0,Journal of geriatric physical therapy (2001),,30762623.0,pubmed,False,RCT_or_clinical_trial,human,,,,exercise,exercise; supplements,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,unclear,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,10.5,promising_but_incomplete
Is Rapamycin a Dietary Restriction Mimetic?,Unnikrishnan A; Kurup K; Salmon AB; Richardson A,2020.0,"The journals of gerontology. Series A, Biological sciences and medical sciences",,30854544.0,pubmed,False,unclear_or_metadata_only,unclear,,,,caloric_restriction,caloric_restriction; rapamycin_mtor,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,nutrient_sensing,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,7.0,biomarker_or_preclinical_evidence
Senolytic therapy alleviates Aβ-associated oligodendrocyte progenitor cell senescence and cognitive deficits in an Alzheimer's disease model.,Zhang P; Kishimoto Y; Grammatikakis I; Gottimukkala K; Cutler RG; Zhang S; Abdelmohsen K; Bohr VA,2019.0,Nature neuroscience,,30936558.0,pubmed,False,in_vitro_study,cellular,,,,senolytics,senolytics,,,,senescence,biological_ageing_biomarker,not_extracted_metadata_only,,,,cellular_senescence,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,7.5,biomarker_or_preclinical_evidence
Effect of a multicomponent exercise programme (VIVIFRAIL) on functional capacity in frail community elders with cognitive decline: study protocol for a randomized multicentre control trial.,Casas-Herrero A; Anton-Rodrigo I; Zambom-Ferraresi F; Sáez de Asteasu ML; Martinez-Velilla N; Elexpuru-Estomba J; Marin-Epelde I; Ramon-Espinoza F,2019.0,Trials,,31208471.0,pubmed,False,RCT_or_clinical_trial,human,,,,exercise,exercise,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,unclear,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,10.5,promising_but_incomplete
Healthspan and lifespan extension by fecal microbiota transplantation into progeroid mice.,Bárcena C; Valdés-Mas R; Mayoral P; Garabaya C; Durand S; Rodríguez F; Fernández-García MT; Salazar N,2019.0,Nature medicine,,31332389.0,pubmed,False,animal_experiment,animal,,,,microbiome,microbiome,,,,lifespan; healthspan,hard_ageing_relevance,not_extracted_metadata_only,,,,microbiome_host,inferred_from_title_abstract,0.6,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,10.0,promising_but_incomplete
Resistance Training for Older Adults: Position Statement From the National Strength and Conditioning Association.,Fragala MS; Cadore EL; Dorgo S; Izquierdo M; Kraemer WJ; Peterson MD; Ryan ED,2019.0,Journal of strength and conditioning research,,31343601.0,pubmed,False,unclear_or_metadata_only,human,,,,exercise,exercise,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,unclear,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,10.5,promising_but_incomplete
Oral collagen supplementation for skin aging: A fad or the future?,Jhawar N; Wang JV; Saedi N,2020.0,Journal of cosmetic dermatology,,31411379.0,pubmed,False,unclear_or_metadata_only,human,,,,supplements,supplements,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,unclear,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,7.5,biomarker_or_preclinical_evidence
Rapamycin protects aging muscle.,Tang H; Shrager JB; Goldman D,2019.0,Aging,,31454792.0,pubmed,False,unclear_or_metadata_only,unclear,,,,rapamycin_mtor,rapamycin_mtor,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,nutrient_sensing,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,5.5,biomarker_or_preclinical_evidence
Metformin Restores CNS Remyelination Capacity by Rejuvenating Aged Stem Cells.,Neumann B; Baror R; Zhao C; Segel M; Dietmann S; Rawji KS; Foerster S; McClain CR,2019.0,Cell stem cell,,31585093.0,pubmed,False,in_vitro_study,cellular,,,,metformin,metformin; stem_cell,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,stem_cell_effects; nutrient_sensing,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,7.0,biomarker_or_preclinical_evidence
Rapamycin for longevity: opinion article.,Blagosklonny MV,2019.0,Aging,,31586989.0,pubmed,False,unclear_or_metadata_only,unclear,,,,rapamycin_mtor,rapamycin_mtor,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,nutrient_sensing,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,5.5,biomarker_or_preclinical_evidence
"Dietary Protein, Exercise, and Frailty Domains.",Schoufour JD; Overdevest E; Weijs PJM; Tieland M,2019.0,Nutrients,,31597289.0,pubmed,False,unclear_or_metadata_only,unclear,,,,exercise,exercise,,,,frailty,healthspan_functional_ageing,not_extracted_metadata_only,,,,unclear,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,9.0,promising_but_incomplete
"Topical rapamycin reduces markers of senescence and aging in human skin: an exploratory, prospective, randomized trial.",Chung CL; Lawrence I; Hoffman M; Elgindi D; Nadhan K; Potnis M; Jin A; Sershon C,2019.0,GeroScience,,31761958.0,pubmed,False,RCT_or_clinical_trial,human,,,,rapamycin_mtor,rapamycin_mtor,,,,senescence,biological_ageing_biomarker,not_extracted_metadata_only,,,,cellular_senescence; nutrient_sensing,inferred_from_title_abstract,0.6,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,11.0,supported_for_healthspan_related_benefit
NAD+ therapy in age-related degenerative disorders: A benefit/risk analysis.,Braidy N; Liu Y,2020.0,Experimental gerontology,,31917996.0,pubmed,False,animal_experiment,unclear,,,,nad_sirtuin,nad_sirtuin,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,sirtuin_nad,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,5.5,biomarker_or_preclinical_evidence
Hypothalamic NAD(+)-Sirtuin Axis: Function and Regulation.,Roh E; Kim MS,2020.0,Biomolecules,,32143417.0,pubmed,False,unclear_or_metadata_only,unclear,,,,nad_sirtuin,nad_sirtuin,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,sirtuin_nad,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,5.5,biomarker_or_preclinical_evidence
Physical activity and exercise: Strategies to manage frailty.,Angulo J; El Assar M; Álvarez-Bustos A; Rodríguez-Mañas L,2020.0,Redox biology,,32234291.0,pubmed,False,animal_experiment,unclear,,,,exercise,exercise,,,,frailty,healthspan_functional_ageing,not_extracted_metadata_only,,,,unclear,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,9.0,promising_but_incomplete
NAD(+) Controls Circadian Reprogramming through PER2 Nuclear Translocation to Counter Aging.,Levine DC; Hong H; Weidemann BJ; Ramsey KM; Affinati AH; Schmidt MS; Cedernaes J; Omura C,2020.0,Molecular cell,,32369735.0,pubmed,False,unclear_or_metadata_only,unclear,,,,sleep_circadian,sleep_circadian; nad_sirtuin,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,epigenetic_alterations; sirtuin_nad,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,7.0,biomarker_or_preclinical_evidence
Senolytic CAR T cells reverse senescence-associated pathologies.,Amor C; Feucht J; Leibold J; Ho YJ; Zhu C; Alonso-Curbelo D; Mansilla-Soto J; Boyer JA,2020.0,Nature,,32555459.0,pubmed,False,in_vitro_study,cellular,,,,senolytics,senolytics,,,,senescence,biological_ageing_biomarker,not_extracted_metadata_only,,,,cellular_senescence,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,7.5,biomarker_or_preclinical_evidence
NAD(+) homeostasis in health and disease.,Katsyuba E; Romani M; Hofer D; Auwerx J,2020.0,Nature metabolism,,32694684.0,pubmed,False,unclear_or_metadata_only,unclear,,,,nad_sirtuin,nad_sirtuin,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,sirtuin_nad,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,5.5,biomarker_or_preclinical_evidence
Rapamycin for aging stem cells.,Hambright WS; Philippon MJ; Huard J,2020.0,Aging,,32756013.0,pubmed,False,in_vitro_study,cellular,,,,rapamycin_mtor,rapamycin_mtor; stem_cell,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,stem_cell_effects; nutrient_sensing,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,6.0,biomarker_or_preclinical_evidence
Physical exercise in the prevention and treatment of Alzheimer's disease.,De la Rosa A; Olaso-Gonzalez G; Arc-Chagnaud C; Millan F; Salvador-Pascual A; García-Lucerga C; Blasco-Lafarga C; Garcia-Dominguez E,2020.0,Journal of sport and health science,,32780691.0,pubmed,False,unclear_or_metadata_only,human,,,,exercise,exercise,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,unclear,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,10.5,promising_but_incomplete
Benefits of exercise training on cerebrovascular and cognitive function in ageing.,Bliss ES; Wong RH; Howe PR; Mills DE,2021.0,Journal of cerebral blood flow and metabolism : official journal of the International Society of Cerebral Blood Flow and Metabolism,,32954902.0,pubmed,False,unclear_or_metadata_only,unclear,,,,exercise,exercise,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,unclear,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,6.5,biomarker_or_preclinical_evidence
"Preserving Mobility in Older Adults with Physical Frailty and Sarcopenia: Opportunities, Challenges, and Recommendations for Physical Activity Interventions.",Billot M; Calvani R; Urtamo A; Sánchez-Sánchez JL; Ciccolari-Micaldi C; Chang M; Roller-Wirnsberger R; Wirnsberger G,2020.0,Clinical interventions in aging,,32982201.0,pubmed,False,unclear_or_metadata_only,human,,,,exercise,exercise,,,,frailty,healthspan_functional_ageing,not_extracted_metadata_only,,,,unclear,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,13.0,supported_for_healthspan_related_benefit
Effect of rapamycin on aging and age-related diseases-past and future.,Selvarani R; Mohammed S; Richardson A,2021.0,GeroScience,,33037985.0,pubmed,False,unclear_or_metadata_only,unclear,,,,rapamycin_mtor,rapamycin_mtor,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,nutrient_sensing,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,5.5,biomarker_or_preclinical_evidence
"Role of gut-brain axis, gut microbial composition, and probiotic intervention in Alzheimer's disease.",Kesika P; Suganthy N; Sivamaruthi BS; Chaiyasut C,2021.0,Life sciences,,33169684.0,pubmed,False,unclear_or_metadata_only,unclear,,,,microbiome,microbiome,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,microbiome_host,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,5.5,biomarker_or_preclinical_evidence
Benefits of Resistance Training in Older Adults.,Syed-Abdul MM,2021.0,Current aging science,,33176670.0,pubmed,False,unclear_or_metadata_only,human,,,,exercise,exercise,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,unclear,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,10.5,promising_but_incomplete
Stem cell aging.,Rudolph KL,2021.0,Mechanisms of ageing and development,,33181161.0,pubmed,False,in_vitro_study,cellular,,,,stem_cell,stem_cell,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,stem_cell_effects,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,4.5,speculative_or_hype_heavy
Senolytic agent Quercetin ameliorates intervertebral disc degeneration via the Nrf2/NF-κB axis.,Shao Z; Wang B; Shi Y; Xie C; Huang C; Chen B; Zhang H; Zeng G,2021.0,Osteoarthritis and cartilage,,33242601.0,pubmed,False,animal_experiment,unclear,,,,senolytics,senolytics,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,cellular_senescence,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,5.5,biomarker_or_preclinical_evidence
NAD(+) metabolism and its roles in cellular processes during ageing.,Covarrubias AJ; Perrone R; Grozio A; Verdin E,2021.0,Nature reviews. Molecular cell biology,,33353981.0,pubmed,False,in_vitro_study,cellular,,,,nad_sirtuin,nad_sirtuin,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,sirtuin_nad,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,6.0,biomarker_or_preclinical_evidence
Role of NAD(+) in regulating cellular and metabolic signaling pathways.,Amjad S; Nisar S; Bhat AA; Shah AR; Frenneaux MP; Fakhro K; Haris M; Reddy R,2021.0,Molecular metabolism,,33609766.0,pubmed,False,in_vitro_study,cellular,,,,nad_sirtuin,nad_sirtuin,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,sirtuin_nad,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,6.0,biomarker_or_preclinical_evidence
Current Evidence and Possible Future Applications of Creatine Supplementation for Older Adults.,Candow DG; Forbes SC; Kirk B; Duque G,2021.0,Nutrients,,33652673.0,pubmed,False,unclear_or_metadata_only,human,,,,supplements,supplements,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,unclear,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,7.5,biomarker_or_preclinical_evidence
"Parabiosis modeling: protocol, application and perspectives.",Yang C; Liu ZL; Wang J; Bu XL; Wang YJ; Xiang Y,2021.0,Zoological research,,33723928.0,pubmed,False,unclear_or_metadata_only,unclear,,,,controversial,controversial,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,unclear,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,2.0,speculative_or_hype_heavy
[Physical exercise impact on variables related to emotional and functional well-being in older adults].,Belmonte Darraz S; González-Roldán AM; de María Arrebola J; Montoro-Aguilar CI,2021.0,Revista espanola de geriatria y gerontologia,,33775433.0,pubmed,False,unclear_or_metadata_only,human,,,,exercise,exercise,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,unclear,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,10.5,promising_but_incomplete
Effects of Calorie Restriction on Health Span and Insulin Resistance: Classic Calorie Restriction Diet vs. Ketosis-Inducing Diet.,Napoleão A; Fernandes L; Miranda C; Marum AP,2021.0,Nutrients,,33920973.0,pubmed,False,animal_experiment,unclear,,,,caloric_restriction,caloric_restriction,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,nutrient_sensing,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,7.0,biomarker_or_preclinical_evidence
Aged skeletal stem cells generate an inflammatory degenerative niche.,Ambrosi TH; Marecic O; McArdle A; Sinha R; Gulati GS; Tong X; Wang Y; Steininger HM,2021.0,Nature,,34381212.0,pubmed,False,animal_experiment,cellular,,,,stem_cell,stem_cell,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,inflammaging; stem_cell_effects,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,4.5,speculative_or_hype_heavy
International Exercise Recommendations in Older Adults (ICFSR): Expert Consensus Guidelines.,Izquierdo M; Merchant RA; Morley JE; Anker SD; Aprahamian I; Arai H; Aubertin-Leheudre M; Bernabei R,2021.0,"The journal of nutrition, health & aging",,34409961.0,pubmed,False,unclear_or_metadata_only,human,,,,exercise,exercise,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,unclear,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,10.5,promising_but_incomplete
"Preclinical and clinical evidence of NAD(+) precursors in health, disease, and ageing.",Reiten OK; Wilvang MA; Mitchell SJ; Hu Z; Fang EF,2021.0,Mechanisms of ageing and development,,34517020.0,pubmed,False,unclear_or_metadata_only,unclear,,,,nad_sirtuin,nad_sirtuin,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,sirtuin_nad,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,5.5,biomarker_or_preclinical_evidence
Molecular mechanisms of dietary restriction promoting health and longevity.,Green CL; Lamming DW; Fontana L,2022.0,Nature reviews. Molecular cell biology,,34518687.0,pubmed,False,unclear_or_metadata_only,unclear,,,,caloric_restriction,caloric_restriction,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,unclear,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,5.5,biomarker_or_preclinical_evidence
DNA methylation-based biomarkers of aging were slowed down in a two-year diet and physical activity intervention trial: the DAMA study.,Fiorito G; Caini S; Palli D; Bendinelli B; Saieva C; Ermini I; Valentini V; Assedi M,2021.0,Aging cell,,34535961.0,pubmed,False,RCT_or_clinical_trial,human,,,,exercise,exercise,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,epigenetic_alterations,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,12.0,promising_but_incomplete
"Fasting drives the metabolic, molecular and geroprotective effects of a calorie-restricted diet in mice.",Pak HH; Haws SA; Green CL; Koller M; Lavarias MT; Richardson NE; Yang SE; Dumas SN,2021.0,Nature metabolism,,34663973.0,pubmed,False,animal_experiment,animal,,,,fasting,fasting,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,unclear,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,6.5,biomarker_or_preclinical_evidence
"Microbiome and Human Aging: Probiotic and Prebiotic Potentials in Longevity, Skin Health and Cellular Senescence.",Boyajian JL; Ghebretatios M; Schaly S; Islam P; Prakash S,2021.0,Nutrients,,34960102.0,pubmed,False,in_vitro_study,cellular,,,,microbiome,microbiome,,,,senescence,biological_ageing_biomarker,not_extracted_metadata_only,,,,cellular_senescence; microbiome_host,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,7.5,biomarker_or_preclinical_evidence
"Multifactorial Mechanism of Sarcopenia and Sarcopenic Obesity. Role of Physical Exercise, Microbiota and Myokines.",Bilski J; Pierzchalski P; Szczepanik M; Bonior J; Zoladz JA,2022.0,Cells,,35011721.0,pubmed,False,unclear_or_metadata_only,unclear,,,,exercise,exercise,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,microbiome_host,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,8.0,promising_but_incomplete
Targeting cellular senescence with senotherapeutics: senolytics and senomorphics.,Zhang L; Pitcher LE; Prahalad V; Niedernhofer LJ; Robbins PD,2023.0,The FEBS journal,,35015337.0,pubmed,False,in_vitro_study,cellular,,,,senolytics,senolytics,,,,senescence,biological_ageing_biomarker,not_extracted_metadata_only,,,,cellular_senescence,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,7.5,biomarker_or_preclinical_evidence
"A Review on Aging, Sarcopenia, Falls, and Resistance Training in Community-Dwelling Older Adults.",Rodrigues F; Domingos C; Monteiro D; Morouço P,2022.0,International journal of environmental research and public health,,35055695.0,pubmed,False,unclear_or_metadata_only,human,,,,exercise,exercise,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,unclear,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,10.5,promising_but_incomplete
Stem cells to reverse aging.,Chang L; Fan W; Pan X; Zhu X,2022.0,Chinese medical journal,,35089883.0,pubmed,False,in_vitro_study,cellular,,,,stem_cell,stem_cell,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,stem_cell_effects,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,4.5,speculative_or_hype_heavy
Molecular hallmarks of heterochronic parabiosis at single-cell resolution.,Pálovics R; Keller A; Schaum N; Tan W; Fehlmann T; Borja M; Kern F; Bonanno L,2022.0,Nature,,35236985.0,pubmed,False,in_vitro_study,cellular,,,,controversial,controversial,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,unclear,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,2.5,speculative_or_hype_heavy
Restoring nuclear entry of Sirtuin 2 in oligodendrocyte progenitor cells promotes remyelination during ageing.,Ma XR; Zhu X; Xiao Y; Gu HM; Zheng SS; Li L; Wang F; Dong ZJ,2022.0,Nature communications,,35264567.0,pubmed,False,in_vitro_study,cellular,,,,nad_sirtuin,nad_sirtuin,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,sirtuin_nad,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,6.0,biomarker_or_preclinical_evidence
[Physical Activity and Mental Health in the Elderly].,Hemmeter UM; Ngamsri T,2022.0,Praxis,,35291872.0,pubmed,False,unclear_or_metadata_only,human,,,,exercise,exercise,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,unclear,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,10.5,promising_but_incomplete
"Intermittent and periodic fasting, longevity and disease.",Longo VD; Di Tano M; Mattson MP; Guidi N,2021.0,Nature aging,,35310455.0,pubmed,False,unclear_or_metadata_only,unclear,,,,fasting,fasting,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,unclear,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,5.0,biomarker_or_preclinical_evidence
Dietary restriction and lifespan: adaptive reallocation or somatic sacrifice?,Piper MDW; Zanco B; Sgrò CM; Adler MI; Mirth CK; Bonduriansky R,2023.0,The FEBS journal,,35466532.0,pubmed,False,unclear_or_metadata_only,unclear,,,,caloric_restriction,caloric_restriction,,,,lifespan,hard_ageing_relevance,not_extracted_metadata_only,,,,unclear,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,8.5,promising_but_incomplete
"Fecal microbiota transfer between young and aged mice reverses hallmarks of the aging gut, eye, and brain.",Parker A; Romano S; Ansorge R; Aboelnour A; Le Gall G; Savva GM; Pontifex MG; Telatin A,2022.0,Microbiome,,35501923.0,pubmed,False,animal_experiment,animal,,,,microbiome,microbiome,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,microbiome_host,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,7.0,biomarker_or_preclinical_evidence
Heterochronic parabiosis induces stem cell revitalization and systemic rejuvenation across aged tissues.,Ma S; Wang S; Ye Y; Ren J; Chen R; Li W; Li J; Zhao L,2022.0,Cell stem cell,,35613617.0,pubmed,False,in_vitro_study,cellular,,,,stem_cell,stem_cell; controversial,,,,rejuvenation,surrogate_or_indirect,not_extracted_metadata_only,,,,stem_cell_effects,inferred_from_title_abstract,0.6,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,4.5,speculative_or_hype_heavy
Ageing and rejuvenation of tissue stem cells and their niches.,Brunet A; Goodell MA; Rando TA,2023.0,Nature reviews. Molecular cell biology,,35859206.0,pubmed,False,in_vitro_study,cellular,,,,stem_cell,stem_cell,,,,rejuvenation,surrogate_or_indirect,not_extracted_metadata_only,,,,stem_cell_effects,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,4.5,speculative_or_hype_heavy
Cellular senescence and senolytics: the path to the clinic.,Chaib S; Tchkonia T; Kirkland JL,2022.0,Nature medicine,,35953721.0,pubmed,False,in_vitro_study,cellular,,,,senolytics,senolytics,,,,senescence,biological_ageing_biomarker,not_extracted_metadata_only,,,,cellular_senescence,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,7.5,biomarker_or_preclinical_evidence
"The epigenetic aging, obesity, and lifestyle.",Franzago M; Pilenzi L; Di Rado S; Vitacolonna E; Stuppia L,2022.0,Frontiers in cell and developmental biology,,36176280.0,pubmed,False,unclear_or_metadata_only,unclear,,,,lifestyle_bundle,lifestyle_bundle,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,epigenetic_alterations,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,7.0,biomarker_or_preclinical_evidence
"The efficacy and safety of β-nicotinamide mononucleotide (NMN) supplementation in healthy middle-aged adults: a randomized, multicenter, double-blind, placebo-controlled, parallel-group, dose-dependent clinical trial.",Yi L; Maier AB; Tao R; Lin Z; Vaidya A; Pendse S; Thasma S; Andhalkar N,2023.0,GeroScience,,36482258.0,pubmed,False,RCT_or_clinical_trial,human,,,,nad_sirtuin,nad_sirtuin; supplements,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,sirtuin_nad,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,9.5,promising_but_incomplete
Dietary restriction in senolysis and prevention and treatment of disease.,Aminzadeh-Gohari S; Kofler B; Herzog C,2024.0,Critical reviews in food science and nutrition,,36484738.0,pubmed,False,unclear_or_metadata_only,human,,,,caloric_restriction,caloric_restriction,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,unclear,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,9.5,promising_but_incomplete
Nicotinamide Mononucleotide Supplementation Improves Mitochondrial Dysfunction and Rescues Cellular Senescence by NAD(+)/Sirt3 Pathway in Mesenchymal Stem Cells.,Wang H; Sun Y; Pi C; Yu X; Gao X; Zhang C; Sun H; Zhang H,2022.0,International journal of molecular sciences,,36499074.0,pubmed,False,in_vitro_study,cellular,,,,nad_sirtuin,nad_sirtuin; stem_cell; supplements,,,,senescence,biological_ageing_biomarker,not_extracted_metadata_only,,,,cellular_senescence; mitochondrial_function; stem_cell_effects; sirtuin_nad,inferred_from_title_abstract,0.6,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,7.5,biomarker_or_preclinical_evidence
