source,source_stream,query,record_id,title,abstract,authors,year,journal,doi,pmid,pmcid,url,publication_type,is_preprint,retrieved_at,dedup_key,title_norm,screen_label,screen_confidence,exclusion_reason,intervention_classes,outcome_terms,evidence_model,retrieval_status,retrieval_note
pubmed,peer_reviewed,"(aging OR ageing OR healthspan OR frailty) AND (exercise OR ""physical activity"" OR ""resistance training"")",9b414c0fd70d70918b82a461025e4e07,The Additive Effects of Creatine Supplementation and Exercise Training in an Aging Population: A Systematic Review of Randomized Controlled Trials.,,Stares A; Bains M,2020.0,Journal of geriatric physical therapy (2001),,30762623.0,,https://pubmed.ncbi.nlm.nih.gov/30762623/,Journal Article; Systematic Review,False,2026-04-23T01:41:11,pmid:30762623.0,the additive effects of creatine supplementation and exercise training in an aging population a systematic review of randomized controlled trials,uncertain,0.45,ageing_outcome_unclear,exercise; supplements,,human,link_available,Full text link or landing page available
pubmed,peer_reviewed,(aging OR ageing OR longevity OR frailty) AND (metformin OR rapamycin OR sirolimus OR mTOR),36f986385ae0dab9e6098da16b448e98,Is Rapamycin a Dietary Restriction Mimetic?,,Unnikrishnan A; Kurup K; Salmon AB; Richardson A,2020.0,"The journals of gerontology. Series A, Biological sciences and medical sciences",,30854544.0,,https://pubmed.ncbi.nlm.nih.gov/30854544/,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, Non-P.H.S.; Review",False,2026-04-23T01:41:19,pmid:30854544.0,is rapamycin a dietary restriction mimetic,uncertain,0.45,ageing_outcome_unclear,caloric_restriction; rapamycin_mtor,,unclear,link_available,Full text link or landing page available
pubmed,peer_reviewed,(aging OR ageing OR senescence OR frailty) AND (senolytic OR senomorphic OR fisetin OR dasatinib OR quercetin),952eb3b8275cce45d3c60cf8017fd376,Senolytic therapy alleviates Aβ-associated oligodendrocyte progenitor cell senescence and cognitive deficits in an Alzheimer's disease model.,,Zhang P; Kishimoto Y; Grammatikakis I; Gottimukkala K; Cutler RG; Zhang S; Abdelmohsen K; Bohr VA,2019.0,Nature neuroscience,,30936558.0,,https://pubmed.ncbi.nlm.nih.gov/30936558/,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",False,2026-04-23T01:41:33,pmid:30936558.0,senolytic therapy alleviates a associated oligodendrocyte progenitor cell senescence and cognitive deficits in an alzheimer s disease model,uncertain,0.55,needs_full_text_or_abstract,senolytics,senescence,cellular,link_available,Full text link or landing page available
pubmed,peer_reviewed,"(aging OR ageing OR healthspan OR frailty) AND (exercise OR ""physical activity"" OR ""resistance training"")",54c70f16a4d0d1fdec2b486f036ca8c8,Effect of a multicomponent exercise programme (VIVIFRAIL) on functional capacity in frail community elders with cognitive decline: study protocol for a randomized multicentre control trial.,,Casas-Herrero A; Anton-Rodrigo I; Zambom-Ferraresi F; Sáez de Asteasu ML; Martinez-Velilla N; Elexpuru-Estomba J; Marin-Epelde I; Ramon-Espinoza F,2019.0,Trials,,31208471.0,,https://pubmed.ncbi.nlm.nih.gov/31208471/,Clinical Trial Protocol; Journal Article,False,2026-04-23T01:41:11,pmid:31208471.0,effect of a multicomponent exercise programme vivifrail on functional capacity in frail community elders with cognitive decline study protocol for a randomized multicentre control trial,uncertain,0.45,ageing_outcome_unclear,exercise,,human,link_available,Full text link or landing page available
pubmed,peer_reviewed,(aging OR ageing OR longevity OR healthspan OR lifespan) AND (intervention OR trial OR treatment OR therapy),4308269ea078fe56752d4cbc3a4aaf6e,Healthspan and lifespan extension by fecal microbiota transplantation into progeroid mice.,,Bárcena C; Valdés-Mas R; Mayoral P; Garabaya C; Durand S; Rodríguez F; Fernández-García MT; Salazar N,2019.0,Nature medicine,,31332389.0,,https://pubmed.ncbi.nlm.nih.gov/31332389/,"Journal Article; Research Support, Non-U.S. Gov't",False,2026-04-23T01:40:41,pmid:31332389.0,healthspan and lifespan extension by fecal microbiota transplantation into progeroid mice,include,0.75,,microbiome,lifespan; healthspan,animal,link_available,Full text link or landing page available
pubmed,peer_reviewed,"(aging OR ageing OR healthspan OR frailty) AND (exercise OR ""physical activity"" OR ""resistance training"")",57d5cf1605b0877ecf849102a083b5a3,Resistance Training for Older Adults: Position Statement From the National Strength and Conditioning Association.,,Fragala MS; Cadore EL; Dorgo S; Izquierdo M; Kraemer WJ; Peterson MD; Ryan ED,2019.0,Journal of strength and conditioning research,,31343601.0,,https://pubmed.ncbi.nlm.nih.gov/31343601/,Journal Article; Review; Consensus Statement,False,2026-04-23T01:41:11,pmid:31343601.0,resistance training for older adults position statement from the national strength and conditioning association,uncertain,0.45,ageing_outcome_unclear,exercise,,human,link_available,Full text link or landing page available
pubmed,peer_reviewed,"(rejuvenation OR ""age reversal"" OR ""reverse aging"" OR ""reverse ageing"")",7ee1329dd67b83a41745b7dfb9b27dee,Oral collagen supplementation for skin aging: A fad or the future?,,Jhawar N; Wang JV; Saedi N,2020.0,Journal of cosmetic dermatology,,31411379.0,,https://pubmed.ncbi.nlm.nih.gov/31411379/,Journal Article; Review,False,2026-04-23T01:40:55,pmid:31411379.0,oral collagen supplementation for skin aging a fad or the future,uncertain,0.45,ageing_outcome_unclear,supplements,,human,link_available,Full text link or landing page available
pubmed,peer_reviewed,(aging OR ageing OR longevity OR frailty) AND (metformin OR rapamycin OR sirolimus OR mTOR),3307047dae45b05b9c1d013e4cb582e9,Rapamycin protects aging muscle.,,Tang H; Shrager JB; Goldman D,2019.0,Aging,,31454792.0,,https://pubmed.ncbi.nlm.nih.gov/31454792/,Editorial,False,2026-04-23T01:41:19,pmid:31454792.0,rapamycin protects aging muscle,uncertain,0.45,ageing_outcome_unclear,rapamycin_mtor,,unclear,link_available,Full text link or landing page available
pubmed,peer_reviewed,"(rejuvenation OR ""age reversal"" OR ""reverse aging"" OR ""reverse ageing"")",e30bfbcc3b71e1894ee0dcda042a6834,Metformin Restores CNS Remyelination Capacity by Rejuvenating Aged Stem Cells.,,Neumann B; Baror R; Zhao C; Segel M; Dietmann S; Rawji KS; Foerster S; McClain CR,2019.0,Cell stem cell,,31585093.0,,https://pubmed.ncbi.nlm.nih.gov/31585093/,"Journal Article; Research Support, Non-U.S. Gov't",False,2026-04-23T01:40:55,pmid:31585093.0,metformin restores cns remyelination capacity by rejuvenating aged stem cells,uncertain,0.45,ageing_outcome_unclear,metformin; stem_cell,,cellular,link_available,Full text link or landing page available
pubmed,peer_reviewed,(aging OR ageing OR longevity OR frailty) AND (metformin OR rapamycin OR sirolimus OR mTOR),839dd0f37450a5b46a1899bea4b7a43a,Rapamycin for longevity: opinion article.,,Blagosklonny MV,2019.0,Aging,,31586989.0,,https://pubmed.ncbi.nlm.nih.gov/31586989/,Journal Article,False,2026-04-23T01:41:19,pmid:31586989.0,rapamycin for longevity opinion article,uncertain,0.45,ageing_outcome_unclear,rapamycin_mtor,,unclear,link_available,Full text link or landing page available
pubmed,peer_reviewed,"(aging OR ageing OR healthspan OR frailty) AND (exercise OR ""physical activity"" OR ""resistance training"")",3f66cd450b673139c448a9aa979ef468,"Dietary Protein, Exercise, and Frailty Domains.",,Schoufour JD; Overdevest E; Weijs PJM; Tieland M,2019.0,Nutrients,,31597289.0,,https://pubmed.ncbi.nlm.nih.gov/31597289/,Journal Article; Review,False,2026-04-23T01:41:11,pmid:31597289.0,dietary protein exercise and frailty domains,uncertain,0.55,needs_full_text_or_abstract,exercise,frailty,unclear,link_available,Full text link or landing page available
pubmed,peer_reviewed,(aging OR ageing OR longevity OR frailty) AND (metformin OR rapamycin OR sirolimus OR mTOR),2d76064528c9cc056588509f283da184,"Topical rapamycin reduces markers of senescence and aging in human skin: an exploratory, prospective, randomized trial.",,Chung CL; Lawrence I; Hoffman M; Elgindi D; Nadhan K; Potnis M; Jin A; Sershon C,2019.0,GeroScience,,31761958.0,,https://pubmed.ncbi.nlm.nih.gov/31761958/,Journal Article; Randomized Controlled Trial,False,2026-04-23T01:41:19,pmid:31761958.0,topical rapamycin reduces markers of senescence and aging in human skin an exploratory prospective randomized trial,include,0.75,,rapamycin_mtor,senescence,human,link_available,Full text link or landing page available
pubmed,peer_reviewed,"(aging OR ageing OR ""epigenetic clock"") AND (NAD OR ""nicotinamide riboside"" OR NMN OR sirtuin)",9f7cc3dc61deef46c672ef610bf919e1,NAD+ therapy in age-related degenerative disorders: A benefit/risk analysis.,,Braidy N; Liu Y,2020.0,Experimental gerontology,,31917996.0,,https://pubmed.ncbi.nlm.nih.gov/31917996/,"Journal Article; Research Support, Non-U.S. Gov't; Systematic Review",False,2026-04-23T01:41:27,pmid:31917996.0,nad therapy in age related degenerative disorders a benefit risk analysis,uncertain,0.45,ageing_outcome_unclear,nad_sirtuin,,unclear,link_available,Full text link or landing page available
pubmed,peer_reviewed,"(aging OR ageing OR ""epigenetic clock"") AND (NAD OR ""nicotinamide riboside"" OR NMN OR sirtuin)",e17d8fbfc9227ff66aba18cd23210af4,Hypothalamic NAD(+)-Sirtuin Axis: Function and Regulation.,,Roh E; Kim MS,2020.0,Biomolecules,,32143417.0,,https://pubmed.ncbi.nlm.nih.gov/32143417/,"Journal Article; Research Support, Non-U.S. Gov't; Review",False,2026-04-23T01:41:27,pmid:32143417.0,hypothalamic nad sirtuin axis function and regulation,uncertain,0.45,ageing_outcome_unclear,nad_sirtuin,,unclear,link_available,Full text link or landing page available
pubmed,peer_reviewed,"(aging OR ageing OR healthspan OR frailty) AND (exercise OR ""physical activity"" OR ""resistance training"")",af28f2910567049a2c7deda716ae7590,Physical activity and exercise: Strategies to manage frailty.,,Angulo J; El Assar M; Álvarez-Bustos A; Rodríguez-Mañas L,2020.0,Redox biology,,32234291.0,,https://pubmed.ncbi.nlm.nih.gov/32234291/,"Journal Article; Research Support, Non-U.S. Gov't; Review",False,2026-04-23T01:41:11,pmid:32234291.0,physical activity and exercise strategies to manage frailty,uncertain,0.55,needs_full_text_or_abstract,exercise,frailty,unclear,link_available,Full text link or landing page available
pubmed,peer_reviewed,"(aging OR ageing OR ""epigenetic clock"") AND (NAD OR ""nicotinamide riboside"" OR NMN OR sirtuin)",6270421ae11cc5dd3cf70dbcbcccf2bf,NAD(+) Controls Circadian Reprogramming through PER2 Nuclear Translocation to Counter Aging.,,Levine DC; Hong H; Weidemann BJ; Ramsey KM; Affinati AH; Schmidt MS; Cedernaes J; Omura C,2020.0,Molecular cell,,32369735.0,,https://pubmed.ncbi.nlm.nih.gov/32369735/,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, Non-P.H.S.",False,2026-04-23T01:41:27,pmid:32369735.0,nad controls circadian reprogramming through per2 nuclear translocation to counter aging,uncertain,0.45,ageing_outcome_unclear,sleep_circadian; nad_sirtuin,,unclear,link_available,Full text link or landing page available
pubmed,peer_reviewed,"(rejuvenation OR ""age reversal"" OR ""reverse aging"" OR ""reverse ageing"")",ece09acb2190ae8a05f5e2ec86602a19,Senolytic CAR T cells reverse senescence-associated pathologies.,,Amor C; Feucht J; Leibold J; Ho YJ; Zhu C; Alonso-Curbelo D; Mansilla-Soto J; Boyer JA,2020.0,Nature,,32555459.0,,https://pubmed.ncbi.nlm.nih.gov/32555459/,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",False,2026-04-23T01:40:55,pmid:32555459.0,senolytic car t cells reverse senescence associated pathologies,uncertain,0.55,needs_full_text_or_abstract,senolytics,senescence,cellular,link_available,Full text link or landing page available
pubmed,peer_reviewed,"(aging OR ageing OR ""epigenetic clock"") AND (NAD OR ""nicotinamide riboside"" OR NMN OR sirtuin)",c7d3501623ac1837378092ee1094c38d,NAD(+) homeostasis in health and disease.,,Katsyuba E; Romani M; Hofer D; Auwerx J,2020.0,Nature metabolism,,32694684.0,,https://pubmed.ncbi.nlm.nih.gov/32694684/,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Review",False,2026-04-23T01:41:27,pmid:32694684.0,nad homeostasis in health and disease,uncertain,0.45,ageing_outcome_unclear,nad_sirtuin,,unclear,link_available,Full text link or landing page available
pubmed,peer_reviewed,(aging OR ageing OR longevity OR frailty) AND (metformin OR rapamycin OR sirolimus OR mTOR),d7e681f585677289fe5003a0dc2c16ee,Rapamycin for aging stem cells.,,Hambright WS; Philippon MJ; Huard J,2020.0,Aging,,32756013.0,,https://pubmed.ncbi.nlm.nih.gov/32756013/,Editorial,False,2026-04-23T01:41:19,pmid:32756013.0,rapamycin for aging stem cells,uncertain,0.45,ageing_outcome_unclear,rapamycin_mtor; stem_cell,,cellular,link_available,Full text link or landing page available
pubmed,peer_reviewed,"(aging OR ageing OR healthspan OR frailty) AND (exercise OR ""physical activity"" OR ""resistance training"")",a65e84bec298aec0ec0bd7ae0a7c1a9e,Physical exercise in the prevention and treatment of Alzheimer's disease.,,De la Rosa A; Olaso-Gonzalez G; Arc-Chagnaud C; Millan F; Salvador-Pascual A; García-Lucerga C; Blasco-Lafarga C; Garcia-Dominguez E,2020.0,Journal of sport and health science,,32780691.0,,https://pubmed.ncbi.nlm.nih.gov/32780691/,"Journal Article; Research Support, Non-U.S. Gov't; Review",False,2026-04-23T01:41:11,pmid:32780691.0,physical exercise in the prevention and treatment of alzheimer s disease,uncertain,0.45,ageing_outcome_unclear,exercise,,human,link_available,Full text link or landing page available
pubmed,peer_reviewed,"(aging OR ageing OR healthspan OR frailty) AND (exercise OR ""physical activity"" OR ""resistance training"")",e37649080e7813d34e3bb09043579541,Benefits of exercise training on cerebrovascular and cognitive function in ageing.,,Bliss ES; Wong RH; Howe PR; Mills DE,2021.0,Journal of cerebral blood flow and metabolism : official journal of the International Society of Cerebral Blood Flow and Metabolism,,32954902.0,,https://pubmed.ncbi.nlm.nih.gov/32954902/,Journal Article; Review,False,2026-04-23T01:41:11,pmid:32954902.0,benefits of exercise training on cerebrovascular and cognitive function in ageing,uncertain,0.45,ageing_outcome_unclear,exercise,,unclear,link_available,Full text link or landing page available
pubmed,peer_reviewed,"(aging OR ageing OR healthspan OR frailty) AND (exercise OR ""physical activity"" OR ""resistance training"")",90ad85dadf701b461c39b5d1fed7473c,"Preserving Mobility in Older Adults with Physical Frailty and Sarcopenia: Opportunities, Challenges, and Recommendations for Physical Activity Interventions.",,Billot M; Calvani R; Urtamo A; Sánchez-Sánchez JL; Ciccolari-Micaldi C; Chang M; Roller-Wirnsberger R; Wirnsberger G,2020.0,Clinical interventions in aging,,32982201.0,,https://pubmed.ncbi.nlm.nih.gov/32982201/,Journal Article; Review,False,2026-04-23T01:41:11,pmid:32982201.0,preserving mobility in older adults with physical frailty and sarcopenia opportunities challenges and recommendations for physical activity interventions,uncertain,0.55,needs_full_text_or_abstract,exercise,frailty,human,link_available,Full text link or landing page available
pubmed,peer_reviewed,(aging OR ageing OR longevity OR frailty) AND (metformin OR rapamycin OR sirolimus OR mTOR),4178357c9954f7503bca163baec1f0e6,Effect of rapamycin on aging and age-related diseases-past and future.,,Selvarani R; Mohammed S; Richardson A,2021.0,GeroScience,,33037985.0,,https://pubmed.ncbi.nlm.nih.gov/33037985/,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, Non-P.H.S.; Review",False,2026-04-23T01:41:19,pmid:33037985.0,effect of rapamycin on aging and age related diseases past and future,uncertain,0.45,ageing_outcome_unclear,rapamycin_mtor,,unclear,link_available,Full text link or landing page available
pubmed,peer_reviewed,"(aging OR ageing OR healthspan) AND (microbiome OR probiotic OR ""fecal microbiota"")",62d903b64fb13154ddbda9badec5df7c,"Role of gut-brain axis, gut microbial composition, and probiotic intervention in Alzheimer's disease.",,Kesika P; Suganthy N; Sivamaruthi BS; Chaiyasut C,2021.0,Life sciences,,33169684.0,,https://pubmed.ncbi.nlm.nih.gov/33169684/,Journal Article; Review,False,2026-04-23T01:41:48,pmid:33169684.0,role of gut brain axis gut microbial composition and probiotic intervention in alzheimer s disease,uncertain,0.45,ageing_outcome_unclear,microbiome,,unclear,link_available,Full text link or landing page available
pubmed,peer_reviewed,"(aging OR ageing OR healthspan OR frailty) AND (exercise OR ""physical activity"" OR ""resistance training"")",01a7c54e14e419b819501c3dc152c06d,Benefits of Resistance Training in Older Adults.,,Syed-Abdul MM,2021.0,Current aging science,,33176670.0,,https://pubmed.ncbi.nlm.nih.gov/33176670/,Journal Article; Review,False,2026-04-23T01:41:11,pmid:33176670.0,benefits of resistance training in older adults,uncertain,0.45,ageing_outcome_unclear,exercise,,human,link_available,Full text link or landing page available
pubmed,peer_reviewed,"(aging OR ageing OR rejuvenation) AND (""stem cell"" OR ""partial reprogramming"" OR Yamanaka)",5f886e35c7604bf52835897702a74169,Stem cell aging.,,Rudolph KL,2021.0,Mechanisms of ageing and development,,33181161.0,,https://pubmed.ncbi.nlm.nih.gov/33181161/,"Editorial; Introductory Journal Article; Research Support, Non-U.S. Gov't",False,2026-04-23T01:41:42,pmid:33181161.0,stem cell aging,uncertain,0.45,ageing_outcome_unclear,stem_cell,,cellular,link_available,Full text link or landing page available
pubmed,peer_reviewed,(aging OR ageing OR senescence OR frailty) AND (senolytic OR senomorphic OR fisetin OR dasatinib OR quercetin),46b5de37da250f74e39f37b92b50145f,Senolytic agent Quercetin ameliorates intervertebral disc degeneration via the Nrf2/NF-κB axis.,,Shao Z; Wang B; Shi Y; Xie C; Huang C; Chen B; Zhang H; Zeng G,2021.0,Osteoarthritis and cartilage,,33242601.0,,https://pubmed.ncbi.nlm.nih.gov/33242601/,"Journal Article; Research Support, Non-U.S. Gov't",False,2026-04-23T01:41:33,pmid:33242601.0,senolytic agent quercetin ameliorates intervertebral disc degeneration via the nrf2 nf b axis,uncertain,0.45,ageing_outcome_unclear,senolytics,,unclear,link_available,Full text link or landing page available
pubmed,peer_reviewed,"(aging OR ageing OR ""epigenetic clock"") AND (NAD OR ""nicotinamide riboside"" OR NMN OR sirtuin)",3df667cbd668f2d02abdaa5d114df97f,NAD(+) metabolism and its roles in cellular processes during ageing.,,Covarrubias AJ; Perrone R; Grozio A; Verdin E,2021.0,Nature reviews. Molecular cell biology,,33353981.0,,https://pubmed.ncbi.nlm.nih.gov/33353981/,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Review",False,2026-04-23T01:41:27,pmid:33353981.0,nad metabolism and its roles in cellular processes during ageing,uncertain,0.45,ageing_outcome_unclear,nad_sirtuin,,cellular,link_available,Full text link or landing page available
pubmed,peer_reviewed,"(aging OR ageing OR ""epigenetic clock"") AND (NAD OR ""nicotinamide riboside"" OR NMN OR sirtuin)",406a002ab4eeb49ebf0d04627896b039,Role of NAD(+) in regulating cellular and metabolic signaling pathways.,,Amjad S; Nisar S; Bhat AA; Shah AR; Frenneaux MP; Fakhro K; Haris M; Reddy R,2021.0,Molecular metabolism,,33609766.0,,https://pubmed.ncbi.nlm.nih.gov/33609766/,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Review",False,2026-04-23T01:41:27,pmid:33609766.0,role of nad in regulating cellular and metabolic signaling pathways,uncertain,0.45,ageing_outcome_unclear,nad_sirtuin,,cellular,link_available,Full text link or landing page available
pubmed,peer_reviewed,"(aging OR ageing OR healthspan OR frailty) AND (exercise OR ""physical activity"" OR ""resistance training"")",a2409aab314190f668d11f96afe982f9,Current Evidence and Possible Future Applications of Creatine Supplementation for Older Adults.,,Candow DG; Forbes SC; Kirk B; Duque G,2021.0,Nutrients,,33652673.0,,https://pubmed.ncbi.nlm.nih.gov/33652673/,Journal Article; Review,False,2026-04-23T01:41:11,pmid:33652673.0,current evidence and possible future applications of creatine supplementation for older adults,uncertain,0.45,ageing_outcome_unclear,supplements,,human,link_available,Full text link or landing page available
pubmed,peer_reviewed,"(aging OR ageing OR rejuvenation) AND (parabiosis OR ""young plasma"" OR ""plasma dilution"")",92e02099820e1a5abed7b417a004dcd2,"Parabiosis modeling: protocol, application and perspectives.",,Yang C; Liu ZL; Wang J; Bu XL; Wang YJ; Xiang Y,2021.0,Zoological research,,33723928.0,,https://pubmed.ncbi.nlm.nih.gov/33723928/,Historical Article; Journal Article; Review,False,2026-04-23T01:41:54,pmid:33723928.0,parabiosis modeling protocol application and perspectives,uncertain,0.45,ageing_outcome_unclear,controversial,,unclear,link_available,Full text link or landing page available
pubmed,peer_reviewed,"(aging OR ageing OR healthspan OR frailty) AND (exercise OR ""physical activity"" OR ""resistance training"")",1c85bc4424eedd16ac2a793e0d7361bb,[Physical exercise impact on variables related to emotional and functional well-being in older adults].,,Belmonte Darraz S; González-Roldán AM; de María Arrebola J; Montoro-Aguilar CI,2021.0,Revista espanola de geriatria y gerontologia,,33775433.0,,https://pubmed.ncbi.nlm.nih.gov/33775433/,Journal Article,False,2026-04-23T01:41:11,pmid:33775433.0,physical exercise impact on variables related to emotional and functional well being in older adults,uncertain,0.45,ageing_outcome_unclear,exercise,,human,link_available,Full text link or landing page available
pubmed,peer_reviewed,"(aging OR ageing OR healthspan OR lifespan) AND (""caloric restriction"" OR ""dietary restriction"" OR fasting)",e7b01e8bc67ab3f0bf80e16871e964d7,Effects of Calorie Restriction on Health Span and Insulin Resistance: Classic Calorie Restriction Diet vs. Ketosis-Inducing Diet.,,Napoleão A; Fernandes L; Miranda C; Marum AP,2021.0,Nutrients,,33920973.0,,https://pubmed.ncbi.nlm.nih.gov/33920973/,Comparative Study; Journal Article; Review,False,2026-04-23T01:41:02,pmid:33920973.0,effects of calorie restriction on health span and insulin resistance classic calorie restriction diet vs ketosis inducing diet,uncertain,0.45,ageing_outcome_unclear,caloric_restriction,,unclear,link_available,Full text link or landing page available
pubmed,peer_reviewed,"(rejuvenation OR ""age reversal"" OR ""reverse aging"" OR ""reverse ageing"")",33718e2272199a5f78dcb40909e85f75,Aged skeletal stem cells generate an inflammatory degenerative niche.,,Ambrosi TH; Marecic O; McArdle A; Sinha R; Gulati GS; Tong X; Wang Y; Steininger HM,2021.0,Nature,,34381212.0,,https://pubmed.ncbi.nlm.nih.gov/34381212/,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",False,2026-04-23T01:40:55,pmid:34381212.0,aged skeletal stem cells generate an inflammatory degenerative niche,uncertain,0.45,ageing_outcome_unclear,stem_cell,,cellular,link_available,Full text link or landing page available
pubmed,peer_reviewed,"(aging OR ageing OR healthspan OR frailty) AND (exercise OR ""physical activity"" OR ""resistance training"")",e5a70e9ee5b9b7e4617d765c7d0f6070,International Exercise Recommendations in Older Adults (ICFSR): Expert Consensus Guidelines.,,Izquierdo M; Merchant RA; Morley JE; Anker SD; Aprahamian I; Arai H; Aubertin-Leheudre M; Bernabei R,2021.0,"The journal of nutrition, health & aging",,34409961.0,,https://pubmed.ncbi.nlm.nih.gov/34409961/,"Consensus Statement; Journal Article; Practice Guideline; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",False,2026-04-23T01:41:11,pmid:34409961.0,international exercise recommendations in older adults icfsr expert consensus guidelines,uncertain,0.45,ageing_outcome_unclear,exercise,,human,link_available,Full text link or landing page available
pubmed,peer_reviewed,"(aging OR ageing OR ""epigenetic clock"") AND (NAD OR ""nicotinamide riboside"" OR NMN OR sirtuin)",584b8eaa31d0f2788622313f04ea31c5,"Preclinical and clinical evidence of NAD(+) precursors in health, disease, and ageing.",,Reiten OK; Wilvang MA; Mitchell SJ; Hu Z; Fang EF,2021.0,Mechanisms of ageing and development,,34517020.0,,https://pubmed.ncbi.nlm.nih.gov/34517020/,"Journal Article; Research Support, Non-U.S. Gov't; Review",False,2026-04-23T01:41:27,pmid:34517020.0,preclinical and clinical evidence of nad precursors in health disease and ageing,uncertain,0.45,ageing_outcome_unclear,nad_sirtuin,,unclear,link_available,Full text link or landing page available
pubmed,peer_reviewed,(aging OR ageing OR longevity OR healthspan OR lifespan) AND (intervention OR trial OR treatment OR therapy),843f07651fa6ad2813e7d22372f3cb62,Molecular mechanisms of dietary restriction promoting health and longevity.,,Green CL; Lamming DW; Fontana L,2022.0,Nature reviews. Molecular cell biology,,34518687.0,,https://pubmed.ncbi.nlm.nih.gov/34518687/,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, Non-P.H.S.; Review",False,2026-04-23T01:40:41,pmid:34518687.0,molecular mechanisms of dietary restriction promoting health and longevity,uncertain,0.45,ageing_outcome_unclear,caloric_restriction,,unclear,link_available,Full text link or landing page available
pubmed,peer_reviewed,"(""biological age"" OR ""epigenetic clock"" OR ""DNA methylation age"") AND (intervention OR trial OR therapy)",c5611a768448d721b35f79105b29070c,DNA methylation-based biomarkers of aging were slowed down in a two-year diet and physical activity intervention trial: the DAMA study.,,Fiorito G; Caini S; Palli D; Bendinelli B; Saieva C; Ermini I; Valentini V; Assedi M,2021.0,Aging cell,,34535961.0,,https://pubmed.ncbi.nlm.nih.gov/34535961/,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",False,2026-04-23T01:40:48,pmid:34535961.0,dna methylation based biomarkers of aging were slowed down in a two year diet and physical activity intervention trial the dama study,uncertain,0.45,ageing_outcome_unclear,exercise,,human,link_available,Full text link or landing page available
pubmed,peer_reviewed,"(aging OR ageing OR healthspan OR lifespan) AND (""caloric restriction"" OR ""dietary restriction"" OR fasting)",e49703badd5af64250f2c7a863cd7de5,"Fasting drives the metabolic, molecular and geroprotective effects of a calorie-restricted diet in mice.",,Pak HH; Haws SA; Green CL; Koller M; Lavarias MT; Richardson NE; Yang SE; Dumas SN,2021.0,Nature metabolism,,34663973.0,,https://pubmed.ncbi.nlm.nih.gov/34663973/,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, Non-P.H.S.",False,2026-04-23T01:41:02,pmid:34663973.0,fasting drives the metabolic molecular and geroprotective effects of a calorie restricted diet in mice,uncertain,0.45,ageing_outcome_unclear,fasting,,animal,link_available,Full text link or landing page available
pubmed,peer_reviewed,"(aging OR ageing OR healthspan) AND (microbiome OR probiotic OR ""fecal microbiota"")",2d07f9d3a1f96436d482a2f68a4c4d16,"Microbiome and Human Aging: Probiotic and Prebiotic Potentials in Longevity, Skin Health and Cellular Senescence.",,Boyajian JL; Ghebretatios M; Schaly S; Islam P; Prakash S,2021.0,Nutrients,,34960102.0,,https://pubmed.ncbi.nlm.nih.gov/34960102/,Journal Article; Review,False,2026-04-23T01:41:48,pmid:34960102.0,microbiome and human aging probiotic and prebiotic potentials in longevity skin health and cellular senescence,uncertain,0.55,needs_full_text_or_abstract,microbiome,senescence,cellular,link_available,Full text link or landing page available
pubmed,peer_reviewed,"(aging OR ageing OR healthspan) AND (microbiome OR probiotic OR ""fecal microbiota"")",a3879ea8e85e121e58a45161484b5e88,"Multifactorial Mechanism of Sarcopenia and Sarcopenic Obesity. Role of Physical Exercise, Microbiota and Myokines.",,Bilski J; Pierzchalski P; Szczepanik M; Bonior J; Zoladz JA,2022.0,Cells,,35011721.0,,https://pubmed.ncbi.nlm.nih.gov/35011721/,Journal Article; Review,False,2026-04-23T01:41:48,pmid:35011721.0,multifactorial mechanism of sarcopenia and sarcopenic obesity role of physical exercise microbiota and myokines,uncertain,0.45,ageing_outcome_unclear,exercise,,unclear,link_available,Full text link or landing page available
