source,source_stream,query,record_id,title,abstract,authors,year,journal,doi,pmid,pmcid,url,publication_type,is_preprint,retrieved_at,dedup_key,title_norm
pubmed,peer_reviewed,"(aging OR ageing OR healthspan OR frailty) AND (exercise OR ""physical activity"" OR ""resistance training"")",54c70f16a4d0d1fdec2b486f036ca8c8,Effect of a multicomponent exercise programme (VIVIFRAIL) on functional capacity in frail community elders with cognitive decline: study protocol for a randomized multicentre control trial.,,Casas-Herrero A; Anton-Rodrigo I; Zambom-Ferraresi F; Sáez de Asteasu ML; Martinez-Velilla N; Elexpuru-Estomba J; Marin-Epelde I; Ramon-Espinoza F,2019.0,Trials,,31208471.0,,https://pubmed.ncbi.nlm.nih.gov/31208471/,Clinical Trial Protocol; Journal Article,False,2026-04-23T01:41:11,pmid:31208471.0,effect of a multicomponent exercise programme vivifrail on functional capacity in frail community elders with cognitive decline study protocol for a randomized multicentre control trial
pubmed,peer_reviewed,(aging OR ageing OR longevity OR healthspan OR lifespan) AND (intervention OR trial OR treatment OR therapy),348a9452e681197a41a967cf1ba5020e,From discoveries in ageing research to therapeutics for healthy ageing.,,Campisi J; Kapahi P; Lithgow GJ; Melov S; Newman JC; Verdin E,2019.0,Nature,,31292558.0,,https://pubmed.ncbi.nlm.nih.gov/31292558/,Journal Article; Review,False,2026-04-23T01:40:41,pmid:31292558.0,from discoveries in ageing research to therapeutics for healthy ageing
pubmed,peer_reviewed,(aging OR ageing OR longevity OR healthspan OR lifespan) AND (intervention OR trial OR treatment OR therapy),4308269ea078fe56752d4cbc3a4aaf6e,Healthspan and lifespan extension by fecal microbiota transplantation into progeroid mice.,,Bárcena C; Valdés-Mas R; Mayoral P; Garabaya C; Durand S; Rodríguez F; Fernández-García MT; Salazar N,2019.0,Nature medicine,,31332389.0,,https://pubmed.ncbi.nlm.nih.gov/31332389/,"Journal Article; Research Support, Non-U.S. Gov't",False,2026-04-23T01:40:41,pmid:31332389.0,healthspan and lifespan extension by fecal microbiota transplantation into progeroid mice
pubmed,peer_reviewed,"(aging OR ageing OR healthspan OR frailty) AND (exercise OR ""physical activity"" OR ""resistance training"")",57d5cf1605b0877ecf849102a083b5a3,Resistance Training for Older Adults: Position Statement From the National Strength and Conditioning Association.,,Fragala MS; Cadore EL; Dorgo S; Izquierdo M; Kraemer WJ; Peterson MD; Ryan ED,2019.0,Journal of strength and conditioning research,,31343601.0,,https://pubmed.ncbi.nlm.nih.gov/31343601/,Journal Article; Review; Consensus Statement,False,2026-04-23T01:41:11,pmid:31343601.0,resistance training for older adults position statement from the national strength and conditioning association
pubmed,peer_reviewed,"(rejuvenation OR ""age reversal"" OR ""reverse aging"" OR ""reverse ageing"")",7ee1329dd67b83a41745b7dfb9b27dee,Oral collagen supplementation for skin aging: A fad or the future?,,Jhawar N; Wang JV; Saedi N,2020.0,Journal of cosmetic dermatology,,31411379.0,,https://pubmed.ncbi.nlm.nih.gov/31411379/,Journal Article; Review,False,2026-04-23T01:40:55,pmid:31411379.0,oral collagen supplementation for skin aging a fad or the future
pubmed,peer_reviewed,"(aging OR ageing OR rejuvenation) AND (""stem cell"" OR ""partial reprogramming"" OR Yamanaka)",037c54a6542609a1d0cfcf60aa16cd2d,Niche stiffness underlies the ageing of central nervous system progenitor cells.,,Segel M; Neumann B; Hill MFE; Weber IP; Viscomi C; Zhao C; Young A; Agley CC,2019.0,Nature,,31413369.0,,https://pubmed.ncbi.nlm.nih.gov/31413369/,Journal Article,False,2026-04-23T01:41:42,pmid:31413369.0,niche stiffness underlies the ageing of central nervous system progenitor cells
pubmed,peer_reviewed,(aging OR ageing OR longevity OR frailty) AND (metformin OR rapamycin OR sirolimus OR mTOR),3307047dae45b05b9c1d013e4cb582e9,Rapamycin protects aging muscle.,,Tang H; Shrager JB; Goldman D,2019.0,Aging,,31454792.0,,https://pubmed.ncbi.nlm.nih.gov/31454792/,Editorial,False,2026-04-23T01:41:19,pmid:31454792.0,rapamycin protects aging muscle
pubmed,peer_reviewed,"(aging OR ageing OR rejuvenation) AND (""stem cell"" OR ""partial reprogramming"" OR Yamanaka)",615cd5f2b05317d4583c9d9c353c6a3b,Ageing as a risk factor for neurodegenerative disease.,,Hou Y; Dan X; Babbar M; Wei Y; Hasselbalch SG; Croteau DL; Bohr VA,2019.0,Nature reviews. Neurology,,31501588.0,,https://pubmed.ncbi.nlm.nih.gov/31501588/,"Journal Article; Research Support, N.I.H., Extramural; Review",False,2026-04-23T01:41:42,pmid:31501588.0,ageing as a risk factor for neurodegenerative disease
pubmed,peer_reviewed,"(rejuvenation OR ""age reversal"" OR ""reverse aging"" OR ""reverse ageing"")",e30bfbcc3b71e1894ee0dcda042a6834,Metformin Restores CNS Remyelination Capacity by Rejuvenating Aged Stem Cells.,,Neumann B; Baror R; Zhao C; Segel M; Dietmann S; Rawji KS; Foerster S; McClain CR,2019.0,Cell stem cell,,31585093.0,,https://pubmed.ncbi.nlm.nih.gov/31585093/,"Journal Article; Research Support, Non-U.S. Gov't",False,2026-04-23T01:40:55,pmid:31585093.0,metformin restores cns remyelination capacity by rejuvenating aged stem cells
pubmed,peer_reviewed,(aging OR ageing OR longevity OR frailty) AND (metformin OR rapamycin OR sirolimus OR mTOR),839dd0f37450a5b46a1899bea4b7a43a,Rapamycin for longevity: opinion article.,,Blagosklonny MV,2019.0,Aging,,31586989.0,,https://pubmed.ncbi.nlm.nih.gov/31586989/,Journal Article,False,2026-04-23T01:41:19,pmid:31586989.0,rapamycin for longevity opinion article
pubmed,peer_reviewed,"(aging OR ageing OR healthspan OR frailty) AND (exercise OR ""physical activity"" OR ""resistance training"")",3f66cd450b673139c448a9aa979ef468,"Dietary Protein, Exercise, and Frailty Domains.",,Schoufour JD; Overdevest E; Weijs PJM; Tieland M,2019.0,Nutrients,,31597289.0,,https://pubmed.ncbi.nlm.nih.gov/31597289/,Journal Article; Review,False,2026-04-23T01:41:11,pmid:31597289.0,dietary protein exercise and frailty domains
pubmed,peer_reviewed,"(""biological age"" OR ""epigenetic clock"" OR ""DNA methylation age"") AND (intervention OR trial OR therapy)",4c24282b0bbd8329ab1d9d1c1b75bb38,"Reproduction, DNA methylation and biological age.",,Kresovich JK; Harmon QE; Xu Z; Nichols HB; Sandler DP; Taylor JA,2019.0,"Human reproduction (Oxford, England)",,31600381.0,,https://pubmed.ncbi.nlm.nih.gov/31600381/,"Journal Article; Research Support, Non-U.S. Gov't",False,2026-04-23T01:40:48,pmid:31600381.0,reproduction dna methylation and biological age
pubmed,peer_reviewed,(aging OR ageing OR longevity OR healthspan OR lifespan) AND (intervention OR trial OR treatment OR therapy),a8e1b73009040a49f2d69500183d18d8,Nutrition and longevity - From mechanisms to uncertainties.,,Ekmekcioglu C,2020.0,Critical reviews in food science and nutrition,,31631676.0,,https://pubmed.ncbi.nlm.nih.gov/31631676/,Journal Article; Review,False,2026-04-23T01:40:41,pmid:31631676.0,nutrition and longevity from mechanisms to uncertainties
pubmed,peer_reviewed,"(aging OR ageing OR healthspan OR frailty) AND (exercise OR ""physical activity"" OR ""resistance training"")",b70005c41e95967bd2b6d4e812b42658,Physical Frailty: ICFSR International Clinical Practice Guidelines for Identification and Management.,,Dent E; Morley JE; Cruz-Jentoft AJ; Woodhouse L; Rodríguez-Mañas L; Fried LP; Woo J; Aprahamian I,2019.0,"The journal of nutrition, health & aging",,31641726.0,,https://pubmed.ncbi.nlm.nih.gov/31641726/,"Journal Article; Practice Guideline; Research Support, Non-U.S. Gov't",False,2026-04-23T01:41:11,pmid:31641726.0,physical frailty icfsr international clinical practice guidelines for identification and management
pubmed,peer_reviewed,"(aging OR ageing OR healthspan) AND (microbiome OR probiotic OR ""fecal microbiota"")",19633e709c0706186e8b3d215576d762,Skin barrier immunity and ageing.,,Chambers ES; Vukmanovic-Stejic M,2020.0,Immunology,,31709535.0,,https://pubmed.ncbi.nlm.nih.gov/31709535/,Journal Article; Review,False,2026-04-23T01:41:48,pmid:31709535.0,skin barrier immunity and ageing
pubmed,peer_reviewed,(aging OR ageing OR longevity OR frailty) AND (metformin OR rapamycin OR sirolimus OR mTOR),2d76064528c9cc056588509f283da184,"Topical rapamycin reduces markers of senescence and aging in human skin: an exploratory, prospective, randomized trial.",,Chung CL; Lawrence I; Hoffman M; Elgindi D; Nadhan K; Potnis M; Jin A; Sershon C,2019.0,GeroScience,,31761958.0,,https://pubmed.ncbi.nlm.nih.gov/31761958/,Journal Article; Randomized Controlled Trial,False,2026-04-23T01:41:19,pmid:31761958.0,topical rapamycin reduces markers of senescence and aging in human skin an exploratory prospective randomized trial
pubmed,peer_reviewed,"(aging OR ageing OR ""epigenetic clock"") AND (NAD OR ""nicotinamide riboside"" OR NMN OR sirtuin)",9f7cc3dc61deef46c672ef610bf919e1,NAD+ therapy in age-related degenerative disorders: A benefit/risk analysis.,,Braidy N; Liu Y,2020.0,Experimental gerontology,,31917996.0,,https://pubmed.ncbi.nlm.nih.gov/31917996/,"Journal Article; Research Support, Non-U.S. Gov't; Systematic Review",False,2026-04-23T01:41:27,pmid:31917996.0,nad therapy in age related degenerative disorders a benefit risk analysis
pubmed,peer_reviewed,(aging OR ageing OR longevity OR healthspan OR lifespan) AND (intervention OR trial OR treatment OR therapy),13d78aafe49fc5edc76b2cc24e15c06d,The ageing epigenome and its rejuvenation.,,Zhang W; Qu J; Liu GH; Belmonte JCI,2020.0,Nature reviews. Molecular cell biology,,32020082.0,,https://pubmed.ncbi.nlm.nih.gov/32020082/,"Journal Article; Research Support, Non-U.S. Gov't; Review",False,2026-04-23T01:40:41,pmid:32020082.0,the ageing epigenome and its rejuvenation
pubmed,peer_reviewed,"(aging OR ageing OR ""epigenetic clock"") AND (NAD OR ""nicotinamide riboside"" OR NMN OR sirtuin)",e17d8fbfc9227ff66aba18cd23210af4,Hypothalamic NAD(+)-Sirtuin Axis: Function and Regulation.,,Roh E; Kim MS,2020.0,Biomolecules,,32143417.0,,https://pubmed.ncbi.nlm.nih.gov/32143417/,"Journal Article; Research Support, Non-U.S. Gov't; Review",False,2026-04-23T01:41:27,pmid:32143417.0,hypothalamic nad sirtuin axis function and regulation
pubmed,peer_reviewed,"(aging OR ageing OR healthspan OR frailty) AND (exercise OR ""physical activity"" OR ""resistance training"")",af28f2910567049a2c7deda716ae7590,Physical activity and exercise: Strategies to manage frailty.,,Angulo J; El Assar M; Álvarez-Bustos A; Rodríguez-Mañas L,2020.0,Redox biology,,32234291.0,,https://pubmed.ncbi.nlm.nih.gov/32234291/,"Journal Article; Research Support, Non-U.S. Gov't; Review",False,2026-04-23T01:41:11,pmid:32234291.0,physical activity and exercise strategies to manage frailty
pubmed,peer_reviewed,"(""biological age"" OR ""epigenetic clock"" OR ""DNA methylation age"") AND (intervention OR trial OR therapy)",b6f1bbca9c4b1671c178a331e741aa5f,Rheumatoid arthritis in the elderly: Characteristics and treatment considerations.,,Serhal L; Lwin MN; Holroyd C; Edwards CJ,2020.0,Autoimmunity reviews,,32234572.0,,https://pubmed.ncbi.nlm.nih.gov/32234572/,Journal Article; Review,False,2026-04-23T01:40:48,pmid:32234572.0,rheumatoid arthritis in the elderly characteristics and treatment considerations
pubmed,peer_reviewed,"(aging OR ageing OR ""epigenetic clock"") AND (NAD OR ""nicotinamide riboside"" OR NMN OR sirtuin)",6270421ae11cc5dd3cf70dbcbcccf2bf,NAD(+) Controls Circadian Reprogramming through PER2 Nuclear Translocation to Counter Aging.,,Levine DC; Hong H; Weidemann BJ; Ramsey KM; Affinati AH; Schmidt MS; Cedernaes J; Omura C,2020.0,Molecular cell,,32369735.0,,https://pubmed.ncbi.nlm.nih.gov/32369735/,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, Non-P.H.S.",False,2026-04-23T01:41:27,pmid:32369735.0,nad controls circadian reprogramming through per2 nuclear translocation to counter aging
pubmed,peer_reviewed,"(rejuvenation OR ""age reversal"" OR ""reverse aging"" OR ""reverse ageing"")",ece09acb2190ae8a05f5e2ec86602a19,Senolytic CAR T cells reverse senescence-associated pathologies.,,Amor C; Feucht J; Leibold J; Ho YJ; Zhu C; Alonso-Curbelo D; Mansilla-Soto J; Boyer JA,2020.0,Nature,,32555459.0,,https://pubmed.ncbi.nlm.nih.gov/32555459/,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",False,2026-04-23T01:40:55,pmid:32555459.0,senolytic car t cells reverse senescence associated pathologies
pubmed,peer_reviewed,"(aging OR ageing OR ""epigenetic clock"") AND (NAD OR ""nicotinamide riboside"" OR NMN OR sirtuin)",c7d3501623ac1837378092ee1094c38d,NAD(+) homeostasis in health and disease.,,Katsyuba E; Romani M; Hofer D; Auwerx J,2020.0,Nature metabolism,,32694684.0,,https://pubmed.ncbi.nlm.nih.gov/32694684/,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Review",False,2026-04-23T01:41:27,pmid:32694684.0,nad homeostasis in health and disease
pubmed,peer_reviewed,"(aging OR ageing OR ""epigenetic clock"") AND (NAD OR ""nicotinamide riboside"" OR NMN OR sirtuin)",6647a5f80205019a56b8a2a64ab5b950,Autophagy in kidney homeostasis and disease.,,Tang C; Livingston MJ; Liu Z; Dong Z,2020.0,Nature reviews. Nephrology,,32704047.0,,https://pubmed.ncbi.nlm.nih.gov/32704047/,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, Non-P.H.S.; Review",False,2026-04-23T01:41:27,pmid:32704047.0,autophagy in kidney homeostasis and disease
pubmed,peer_reviewed,(aging OR ageing OR longevity OR frailty) AND (metformin OR rapamycin OR sirolimus OR mTOR),d7e681f585677289fe5003a0dc2c16ee,Rapamycin for aging stem cells.,,Hambright WS; Philippon MJ; Huard J,2020.0,Aging,,32756013.0,,https://pubmed.ncbi.nlm.nih.gov/32756013/,Editorial,False,2026-04-23T01:41:19,pmid:32756013.0,rapamycin for aging stem cells
pubmed,peer_reviewed,"(aging OR ageing OR healthspan OR frailty) AND (exercise OR ""physical activity"" OR ""resistance training"")",a65e84bec298aec0ec0bd7ae0a7c1a9e,Physical exercise in the prevention and treatment of Alzheimer's disease.,,De la Rosa A; Olaso-Gonzalez G; Arc-Chagnaud C; Millan F; Salvador-Pascual A; García-Lucerga C; Blasco-Lafarga C; Garcia-Dominguez E,2020.0,Journal of sport and health science,,32780691.0,,https://pubmed.ncbi.nlm.nih.gov/32780691/,"Journal Article; Research Support, Non-U.S. Gov't; Review",False,2026-04-23T01:41:11,pmid:32780691.0,physical exercise in the prevention and treatment of alzheimer s disease
pubmed,peer_reviewed,"(aging OR ageing OR healthspan) AND (microbiome OR probiotic OR ""fecal microbiota"")",decb1b015bd4fcf140bc8644b814252a,The Gut Microbiota and Unhealthy Aging: Disentangling Cause from Consequence.,,DeJong EN; Surette MG; Bowdish DME,2020.0,Cell host & microbe,,32791111.0,,https://pubmed.ncbi.nlm.nih.gov/32791111/,"Journal Article; Research Support, Non-U.S. Gov't; Review",False,2026-04-23T01:41:48,pmid:32791111.0,the gut microbiota and unhealthy aging disentangling cause from consequence
pubmed,peer_reviewed,(aging OR ageing OR longevity OR healthspan OR lifespan) AND (intervention OR trial OR treatment OR therapy),ac451029aac3abd9829d54357dca8582,A Senescence-Centric View of Aging: Implications for Longevity and Disease.,,Borghesan M; Hoogaars WMH; Varela-Eirin M; Talma N; Demaria M,2020.0,Trends in cell biology,,32800659.0,,https://pubmed.ncbi.nlm.nih.gov/32800659/,Journal Article; Review,False,2026-04-23T01:40:41,pmid:32800659.0,a senescence centric view of aging implications for longevity and disease
pubmed,peer_reviewed,"(aging OR ageing OR healthspan OR lifespan) AND (""caloric restriction"" OR ""dietary restriction"" OR fasting)",b762c976eb95a90dcd749e38140c5795,"Alpha-Ketoglutarate, an Endogenous Metabolite, Extends Lifespan and Compresses Morbidity in Aging Mice.",,Asadi Shahmirzadi A; Edgar D; Liao CY; Hsu YM; Lucanic M; Asadi Shahmirzadi A; Wiley CD; Gan G,2020.0,Cell metabolism,,32877690.0,,https://pubmed.ncbi.nlm.nih.gov/32877690/,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",False,2026-04-23T01:41:02,pmid:32877690.0,alpha ketoglutarate an endogenous metabolite extends lifespan and compresses morbidity in aging mice
pubmed,peer_reviewed,"(aging OR ageing OR healthspan OR frailty) AND (exercise OR ""physical activity"" OR ""resistance training"")",e37649080e7813d34e3bb09043579541,Benefits of exercise training on cerebrovascular and cognitive function in ageing.,,Bliss ES; Wong RH; Howe PR; Mills DE,2021.0,Journal of cerebral blood flow and metabolism : official journal of the International Society of Cerebral Blood Flow and Metabolism,,32954902.0,,https://pubmed.ncbi.nlm.nih.gov/32954902/,Journal Article; Review,False,2026-04-23T01:41:11,pmid:32954902.0,benefits of exercise training on cerebrovascular and cognitive function in ageing
pubmed,peer_reviewed,"(aging OR ageing OR healthspan OR frailty) AND (exercise OR ""physical activity"" OR ""resistance training"")",90ad85dadf701b461c39b5d1fed7473c,"Preserving Mobility in Older Adults with Physical Frailty and Sarcopenia: Opportunities, Challenges, and Recommendations for Physical Activity Interventions.",,Billot M; Calvani R; Urtamo A; Sánchez-Sánchez JL; Ciccolari-Micaldi C; Chang M; Roller-Wirnsberger R; Wirnsberger G,2020.0,Clinical interventions in aging,,32982201.0,,https://pubmed.ncbi.nlm.nih.gov/32982201/,Journal Article; Review,False,2026-04-23T01:41:11,pmid:32982201.0,preserving mobility in older adults with physical frailty and sarcopenia opportunities challenges and recommendations for physical activity interventions
pubmed,peer_reviewed,(aging OR ageing OR longevity OR frailty) AND (metformin OR rapamycin OR sirolimus OR mTOR),4178357c9954f7503bca163baec1f0e6,Effect of rapamycin on aging and age-related diseases-past and future.,,Selvarani R; Mohammed S; Richardson A,2021.0,GeroScience,,33037985.0,,https://pubmed.ncbi.nlm.nih.gov/33037985/,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, Non-P.H.S.; Review",False,2026-04-23T01:41:19,pmid:33037985.0,effect of rapamycin on aging and age related diseases past and future
pubmed,peer_reviewed,"(rejuvenation OR ""age reversal"" OR ""reverse aging"" OR ""reverse ageing"")",b101fde7715500fa8aabd570041ac106,From genoprotection to rejuvenation.,,Tabibzadeh S,2021.0,Frontiers in bioscience (Landmark edition),,33049666.0,,https://pubmed.ncbi.nlm.nih.gov/33049666/,Journal Article; Review,False,2026-04-23T01:40:55,pmid:33049666.0,from genoprotection to rejuvenation
pubmed,peer_reviewed,"(aging OR ageing OR healthspan) AND (microbiome OR probiotic OR ""fecal microbiota"")",62d903b64fb13154ddbda9badec5df7c,"Role of gut-brain axis, gut microbial composition, and probiotic intervention in Alzheimer's disease.",,Kesika P; Suganthy N; Sivamaruthi BS; Chaiyasut C,2021.0,Life sciences,,33169684.0,,https://pubmed.ncbi.nlm.nih.gov/33169684/,Journal Article; Review,False,2026-04-23T01:41:48,pmid:33169684.0,role of gut brain axis gut microbial composition and probiotic intervention in alzheimer s disease
pubmed,peer_reviewed,"(aging OR ageing OR healthspan OR frailty) AND (exercise OR ""physical activity"" OR ""resistance training"")",01a7c54e14e419b819501c3dc152c06d,Benefits of Resistance Training in Older Adults.,,Syed-Abdul MM,2021.0,Current aging science,,33176670.0,,https://pubmed.ncbi.nlm.nih.gov/33176670/,Journal Article; Review,False,2026-04-23T01:41:11,pmid:33176670.0,benefits of resistance training in older adults
pubmed,peer_reviewed,"(aging OR ageing OR rejuvenation) AND (""stem cell"" OR ""partial reprogramming"" OR Yamanaka)",5f886e35c7604bf52835897702a74169,Stem cell aging.,,Rudolph KL,2021.0,Mechanisms of ageing and development,,33181161.0,,https://pubmed.ncbi.nlm.nih.gov/33181161/,"Editorial; Introductory Journal Article; Research Support, Non-U.S. Gov't",False,2026-04-23T01:41:42,pmid:33181161.0,stem cell aging
pubmed,peer_reviewed,"(rejuvenation OR ""age reversal"" OR ""reverse aging"" OR ""reverse ageing"")",c6f2fa989c3dbb609ad0638cdafd302a,Circulating plasma factors involved in rejuvenation.,,Kang JS; Yang YR,2020.0,Aging,,33197235.0,,https://pubmed.ncbi.nlm.nih.gov/33197235/,"Journal Article; Research Support, Non-U.S. Gov't; Review",False,2026-04-23T01:40:55,pmid:33197235.0,circulating plasma factors involved in rejuvenation
pubmed,peer_reviewed,(aging OR ageing OR senescence OR frailty) AND (senolytic OR senomorphic OR fisetin OR dasatinib OR quercetin),46b5de37da250f74e39f37b92b50145f,Senolytic agent Quercetin ameliorates intervertebral disc degeneration via the Nrf2/NF-κB axis.,,Shao Z; Wang B; Shi Y; Xie C; Huang C; Chen B; Zhang H; Zeng G,2021.0,Osteoarthritis and cartilage,,33242601.0,,https://pubmed.ncbi.nlm.nih.gov/33242601/,"Journal Article; Research Support, Non-U.S. Gov't",False,2026-04-23T01:41:33,pmid:33242601.0,senolytic agent quercetin ameliorates intervertebral disc degeneration via the nrf2 nf b axis
pubmed,peer_reviewed,"(""biological age"" OR ""epigenetic clock"" OR ""DNA methylation age"") AND (intervention OR trial OR therapy)",2e5e2325ebb6f8068512719584741c4d,Personalized nutrition and healthy aging.,,Ordovas JM; Berciano S,2020.0,Nutrition reviews,,33259626.0,,https://pubmed.ncbi.nlm.nih.gov/33259626/,"Journal Article; Research Support, U.S. Gov't, Non-P.H.S.; Review",False,2026-04-23T01:40:48,pmid:33259626.0,personalized nutrition and healthy aging
pubmed,peer_reviewed,"(aging OR ageing OR rejuvenation) AND (""stem cell"" OR ""partial reprogramming"" OR Yamanaka)",b911160bd21b0edd21dc3921bdb89777,Inhibition of prostaglandin-degrading enzyme 15-PGDH rejuvenates aged muscle mass and strength.,,Palla AR; Ravichandran M; Wang YX; Alexandrova L; Yang AV; Kraft P; Holbrook CA; Schürch CM,2021.0,"Science (New York, N.Y.)",,33303683.0,,https://pubmed.ncbi.nlm.nih.gov/33303683/,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",False,2026-04-23T01:41:42,pmid:33303683.0,inhibition of prostaglandin degrading enzyme 15 pgdh rejuvenates aged muscle mass and strength
pubmed,peer_reviewed,"(aging OR ageing OR ""epigenetic clock"") AND (NAD OR ""nicotinamide riboside"" OR NMN OR sirtuin)",3df667cbd668f2d02abdaa5d114df97f,NAD(+) metabolism and its roles in cellular processes during ageing.,,Covarrubias AJ; Perrone R; Grozio A; Verdin E,2021.0,Nature reviews. Molecular cell biology,,33353981.0,,https://pubmed.ncbi.nlm.nih.gov/33353981/,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Review",False,2026-04-23T01:41:27,pmid:33353981.0,nad metabolism and its roles in cellular processes during ageing
pubmed,peer_reviewed,"(aging OR ageing OR healthspan) AND (microbiome OR probiotic OR ""fecal microbiota"")",9b6e7d36f0b67295d31c01963c43ad42,Gut microbiota and aging.,,Ling Z; Liu X; Cheng Y; Yan X; Wu S,2022.0,Critical reviews in food science and nutrition,,33377391.0,,https://pubmed.ncbi.nlm.nih.gov/33377391/,Journal Article; Review,False,2026-04-23T01:41:48,pmid:33377391.0,gut microbiota and aging
pubmed,peer_reviewed,"(aging OR ageing OR healthspan) AND (microbiome OR probiotic OR ""fecal microbiota"")",3154e09314a9c6b2e03c937ad73e632c,Nutritional Support of Neurodevelopment and Cognitive Function in Infants and Young Children-An Update and Novel Insights.,,Cohen Kadosh K; Muhardi L; Parikh P; Basso M; Jan Mohamed HJ; Prawitasari T; Samuel F; Ma G,2021.0,Nutrients,,33435231.0,,https://pubmed.ncbi.nlm.nih.gov/33435231/,Journal Article; Review,False,2026-04-23T01:41:48,pmid:33435231.0,nutritional support of neurodevelopment and cognitive function in infants and young children an update and novel insights
pubmed,peer_reviewed,"(aging OR ageing OR rejuvenation) AND (""stem cell"" OR ""partial reprogramming"" OR Yamanaka)",b163b7c7f2b1c152a2264c550fc9b9ce,Chaperone-mediated autophagy sustains haematopoietic stem-cell function.,,Dong S; Wang Q; Kao YR; Diaz A; Tasset I; Kaushik S; Thiruthuvanathan V; Zintiridou A,2021.0,Nature,,33442062.0,,https://pubmed.ncbi.nlm.nih.gov/33442062/,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",False,2026-04-23T01:41:42,pmid:33442062.0,chaperone mediated autophagy sustains haematopoietic stem cell function
pubmed,peer_reviewed,"(aging OR ageing OR rejuvenation) AND (""stem cell"" OR ""partial reprogramming"" OR Yamanaka)",48d91360bce75dda4336cfcfda9d0c62,Restoring metabolism of myeloid cells reverses cognitive decline in ageing.,,Minhas PS; Latif-Hernandez A; McReynolds MR; Durairaj AS; Wang Q; Rubin A; Joshi AU; He JQ,2021.0,Nature,,33473210.0,,https://pubmed.ncbi.nlm.nih.gov/33473210/,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",False,2026-04-23T01:41:42,pmid:33473210.0,restoring metabolism of myeloid cells reverses cognitive decline in ageing
pubmed,peer_reviewed,(aging OR ageing OR longevity OR healthspan OR lifespan) AND (intervention OR trial OR treatment OR therapy),0fe1f0f606b9dc30b9ee1fd9dd6a5274,Aging and age-related diseases: from mechanisms to therapeutic strategies.,,Li Z; Zhang Z; Ren Y; Wang Y; Fang J; Yue H; Ma S; Guan F,2021.0,Biogerontology,,33502634.0,,https://pubmed.ncbi.nlm.nih.gov/33502634/,"Journal Article; Research Support, Non-U.S. Gov't; Review",False,2026-04-23T01:40:41,pmid:33502634.0,aging and age related diseases from mechanisms to therapeutic strategies
pubmed,peer_reviewed,"(aging OR ageing OR rejuvenation) AND (parabiosis OR ""young plasma"" OR ""plasma dilution"")",ef66cf9666e644ea9dc2c73bfa0b584a,The lung microenvironment shapes a dysfunctional response of alveolar macrophages in aging.,,McQuattie-Pimentel AC; Ren Z; Joshi N; Watanabe S; Stoeger T; Chi M; Lu Z; Sichizya L,2021.0,The Journal of clinical investigation,,33586677.0,,https://pubmed.ncbi.nlm.nih.gov/33586677/,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, Non-P.H.S.",False,2026-04-23T01:41:54,pmid:33586677.0,the lung microenvironment shapes a dysfunctional response of alveolar macrophages in aging
pubmed,peer_reviewed,"(aging OR ageing OR ""epigenetic clock"") AND (NAD OR ""nicotinamide riboside"" OR NMN OR sirtuin)",406a002ab4eeb49ebf0d04627896b039,Role of NAD(+) in regulating cellular and metabolic signaling pathways.,,Amjad S; Nisar S; Bhat AA; Shah AR; Frenneaux MP; Fakhro K; Haris M; Reddy R,2021.0,Molecular metabolism,,33609766.0,,https://pubmed.ncbi.nlm.nih.gov/33609766/,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Review",False,2026-04-23T01:41:27,pmid:33609766.0,role of nad in regulating cellular and metabolic signaling pathways
pubmed,peer_reviewed,"(aging OR ageing OR healthspan OR frailty) AND (exercise OR ""physical activity"" OR ""resistance training"")",a2409aab314190f668d11f96afe982f9,Current Evidence and Possible Future Applications of Creatine Supplementation for Older Adults.,,Candow DG; Forbes SC; Kirk B; Duque G,2021.0,Nutrients,,33652673.0,,https://pubmed.ncbi.nlm.nih.gov/33652673/,Journal Article; Review,False,2026-04-23T01:41:11,pmid:33652673.0,current evidence and possible future applications of creatine supplementation for older adults
